City,Domain,User,Stars,Feedback,Date
Nice,lignesdazur.com,RO,0,"Voleurs, touristes sont pris pour des pigeons !!!",2019-11-07T11:26:23.000Z
Lyon,tcl.fr,Robert Charlebois,0,Site TCl,2019-11-13T00:13:26.000Z
Paris,ratp.fr,Roch Bourmaud,0,Ce ramassis de caca de RATP,2026-01-14T20:40:31.000Z
Lyon,tcl.fr,romain Blanger,0,Expérience d'un usager récent,2019-12-08T16:29:51.000Z
Montpellier,tam-voyages.com,Romain Cheval,1,,2020-10-15T19:51:25.000Z
Nice,lignesdazur.com,ROSYANE SIMONI,1,,2021-10-01T07:49:52.000Z
Nice,lignesdazur.com,Rousset,1,,2021-11-07T11:26:23.000Z
Nice,lignesdazur.com,RP,0,Aucune application fiable pour suivre…,2019-10-25T19:50:20.000Z
Nice,lignesdazur.com,RS,0,Trajet quotidien sur la ligne 2,2019-10-01T07:49:52.000Z
Marseille,rtm.fr,RU,0,Horriblement nul,2019-09-22T09:14:53.000Z
Nice,lignesdazur.com,Ruby Vayer,0,Bus à Nice,2019-08-06T12:26:11.000Z
Marseille,rtm.fr,Russo,1,,2021-09-22T09:14:53.000Z
Paris,ratp.fr,Rédouane AIT HAMMOU,3,,2022-01-05T20:22:03.000Z
Lyon,tcl.fr,S V,0,Doubler les rames de métro de la ligne…,2026-01-28T09:54:53.000Z
Lille,ilevia.fr,S.L,1,,2021-09-14T19:24:32.000Z
Paris,ratp.fr,SA,0,Ce matîn,2019-12-05T21:26:54.000Z
Lille,ilevia.fr,Sabina,1,,2021-08-20T16:27:21.000Z
Lyon,tcl.fr,Sabine Schussler,0,Je mets pas zero etoile pck c pas…,2019-11-28T22:30:40.000Z
Lyon,tcl.fr,sabrina,1,,2021-10-30T20:35:54.000Z
Lille,ilevia.fr,sabrina blondeau,2,,2021-08-04T08:00:14.000Z
Lille,ilevia.fr,Sabrina Bourel,1,,2021-10-03T18:04:46.000Z
Bordeaux,infotbm.com,SAMIH SAMUEL EZZEDDINE,1,,2021-08-23T20:05:36.000Z
Marseille,rtm.fr,Samir Ben,0,Une étoile est trop pour vous,2019-08-24T06:39:05.000Z
Marseille,rtm.fr,Samuel TKST music Album,1,,2021-05-27T21:53:27.000Z
Nice,lignesdazur.com,Samy,1,,2022-01-13T16:06:05.000Z
Lille,ilevia.fr,Samy Batel,1,,2021-08-26T17:38:35.000Z
Paris,ratp.fr,Sandrine,1,,2021-12-05T21:26:54.000Z
Paris,ratp.fr,Sandrine Ferre,0,Une misère !! une honte !,2026-01-22T12:23:45.000Z
Marseille,rtm.fr,Saoudi Yousra,3,,2021-10-03T14:37:53.000Z
Lyon,tcl.fr,Sarah,1,,2021-12-02T18:22:25.000Z
Montpellier,tam-voyages.com,Sarah Klein,1,,2020-05-13T20:06:07.000Z
Nice,lignesdazur.com,Sarra B,0,La ligne 600 pour Monaco est…,2019-12-17T08:51:52.000Z
Paris,ratp.fr,saïd Lembrouk,1,,2022-01-13T18:10:29.000Z
Lyon,tcl.fr,SB,0,Arrêt du métro C hier matin,2019-12-05T08:09:53.000Z
Nice,lignesdazur.com,SC,0,Les trams surchargés,2019-07-18T12:33:04.000Z
Lyon,tcl.fr,SE,0,Notion service public,2019-12-05T20:05:10.000Z
Lille,ilevia.fr,seBIMself,1,,2021-09-04T16:10:35.000Z
Lyon,tcl.fr,Selem Charfi,0,TCL l image parfaite d un système en declin,2019-11-26T00:05:30.000Z
Paris,ratp.fr,Selvina Fetieva,0,Conducteur qui crie sur les passagers…,2019-12-16T15:24:51.000Z
Lyon,tcl.fr,Serge,1,,2021-12-05T20:05:10.000Z
Lyon,tcl.fr,serge vettard,1,,2021-11-18T19:44:05.000Z
Paris,ratp.fr,Sha Ynaa,0,Bonjour j’habite a villabé et le 4245…,2026-01-26T12:28:53.000Z
Montpellier,tam-voyages.com,Shakirhoussen Danial,5,,2020-01-18T16:24:50.000Z
Lyon,tcl.fr,shefiI shefi,0,Abonnement 75 € par mois,2019-11-04T13:45:41.000Z
Lyon,tcl.fr,SI,0,Visite euroexpo,2019-12-02T23:34:27.000Z
Lille,ilevia.fr,siham halal,1,,2021-07-12T14:00:19.000Z
Paris,iledefrance-mobilites.fr,SILVERPRIME SCHNEIDER,0,,2019-07-17T15:58:35.000Z
Paris,ratp.fr,Simon PAGES,0,,2019-02-17T20:11:49.000Z
Marseille,rtm.fr,Simone Serre,0,Du jamais vu depuis que je prends le bus,2026-01-19T23:28:56.000Z
Lyon,tcl.fr,simonvendee,1,,2021-12-02T23:34:27.000Z
Paris,iledefrance-mobilites.fr,SJ,0,Impossible de passer avec mon iPhone et…,2019-12-17T12:25:38.000Z
Paris,ratp.fr,SK,0,,2019-06-18T13:30:53.000Z
Paris,ratp.fr,SL,0,Que des retards,2026-01-13T18:10:29.000Z
Bordeaux,infotbm.com,Sly LELOUX,1,,2021-06-15T00:07:26.000Z
Marseille,rtm.fr,SM,0,j’ai acheté un ticket de 2 voyages à…,2019-08-18T13:31:43.000Z
Lille,ilevia.fr,snytex,1,,2021-10-14T07:48:44.000Z
Paris,ratp.fr,SO,0,J’ai pris la ligne 21 vers 4h du matin…,2026-01-20T20:12:06.000Z
Montpellier,tam-voyages.com,Sofiane Kohli,1,,2021-12-23T10:15:03.000Z
Marseille,rtm.fr,Soinaanti Massoundi,1,,2021-08-18T13:31:43.000Z
Lyon,tcl.fr,Sonia B,1,,2021-12-05T08:09:53.000Z
Paris,iledefrance-mobilites.fr,sonia suligoj,0,Impossible de les contacter par…,2026-01-29T10:11:18.000Z
Paris,ratp.fr,Sophie,1,,2022-01-20T20:12:06.000Z
Montpellier,tam-voyages.com,Sophie Dalgues,1,,2021-04-29T09:44:42.000Z
Lille,ilevia.fr,SOPHIE DELEPIERRE,1,,2021-06-24T18:50:32.000Z
Lyon,tcl.fr,sophienanie,2,,2021-10-14T18:03:51.000Z
Lyon,tcl.fr,SORDELET JENNIFER,1,,2021-12-24T11:34:20.000Z
Lyon,tcl.fr,SP,0,,2019-10-01T14:54:42.000Z
Paris,iledefrance-mobilites.fr,ST,0,Compliqué à désactiver,2019-11-17T00:58:25.000Z
Marseille,rtm.fr,stef piz,0,Mais rien ne va en fait...Une étoile…,2019-07-08T07:43:25.000Z
Nice,lignesdazur.com,Steven,1,,2021-08-07T09:34:59.000Z
Nice,lignesdazur.com,Stéphanie Mazzilli,0,Une catastrophe,2024-12-28T23:47:55.000Z
Paris,ratp.fr,Sucrée Salée,0,Encore la RATP !,2019-12-18T06:33:02.000Z
Nice,lignesdazur.com,Suzana Ceple,1,,2021-07-18T12:33:04.000Z
Lyon,tcl.fr,SV,0,Un métro en miniature,2019-11-18T19:44:05.000Z
Montpellier,tam-voyages.com,Svet Milc,5,,2021-12-31T20:18:50.000Z
Montpellier,tam-voyages.com,Swamm Pierre-Louis,1,,2021-06-06T17:33:25.000Z
Marseille,rtm.fr,SY,0,Chaleur insupportable,2019-10-03T14:37:53.000Z
Paris,iledefrance-mobilites.fr,Sylvain JOUGLARD,1,,2021-12-17T12:25:38.000Z
Paris,iledefrance-mobilites.fr,Sylviane T,1,,2021-11-17T00:58:25.000Z
Nice,lignesdazur.com,Sylvie Barczynski,0,Racket organisé,2019-04-09T06:06:48.000Z
Lille,ilevia.fr,Sylvie Decroix,1,,2021-07-08T12:42:58.000Z
Paris,iledefrance-mobilites.fr,Sym Link,0,Service client inutile puisqu'il ne…,2019-12-22T18:17:51.000Z
Lyon,tcl.fr,T.,0,Rien ne va …,2019-12-13T12:55:39.000Z
Lyon,tcl.fr,T.Clv,1,,2021-12-13T12:55:39.000Z
Paris,ratp.fr,TA,0,Terminus Mairie d’Issy,2019-12-16T12:58:15.000Z
Paris,iledefrance-mobilites.fr,Tanguy D,0,Non remboursement ticket aéroport lors d’une interruption supérieure à 2h,2019-11-02T14:55:25.000Z
Lille,ilevia.fr,Tanguy Wallaere,1,,2022-01-21T11:01:11.000Z
Marseille,rtm.fr,tartag tartife,0,Vendredi,2019-09-05T16:39:26.000Z
Paris,ratp.fr,Tatoo,1,,2021-12-16T12:58:15.000Z
Lyon,tcl.fr,Taz,0,Un jour peut-être les bus seront là,2019-12-09T09:31:54.000Z
Nice,lignesdazur.com,TD,0,Une entreprise digne des mafias,2019-05-01T15:14:09.000Z
Marseille,rtm.fr,TERME J-L,0,Ce n'est plus un service mais un attrape touriste,2019-09-09T17:18:49.000Z
Nice,lignesdazur.com,tesnim jaziri,0,Je paye mon abonnement pour que le tram…,2019-10-17T12:53:34.000Z
Marseille,rtm.fr,Tessa Martin,0,Faut réagir,2019-09-21T17:35:04.000Z
Lille,ilevia.fr,Thierry GAGNARD,5,,2021-09-06T16:30:05.000Z
Montpellier,tam-voyages.com,Thomas RIVOLI,1,,2021-01-29T12:02:52.000Z
Nice,lignesdazur.com,TI,0,vitre très sales,2019-10-12T09:51:29.000Z
Nice,lignesdazur.com,tibo,3,,2021-10-12T09:51:29.000Z
Lyon,tcl.fr,Tifenn Barnier,0,Suite a un manque d'information,2019-11-03T18:44:22.000Z
Nice,lignesdazur.com,Timothee Durand,1,,2021-05-01T15:14:09.000Z
Lille,ilevia.fr,Timothé Guelton,1,,2021-07-04T08:11:50.000Z
Marseille,rtm.fr,Timoté Leclerc,0,Contrôleurs exécrables,2019-06-14T09:48:33.000Z
Montpellier,tam-voyages.com,Titine Rgs,1,,2019-12-02T16:58:16.000Z
Lille,ilevia.fr,Tom,1,,2021-12-11T09:29:33.000Z
Paris,ratp.fr,Tom Jerry,0,Incivilités au quotidien,2019-11-20T09:59:53.000Z
Paris,ratp.fr,Trols,0,Honteux,2026-01-15T08:58:18.000Z
Paris,iledefrance-mobilites.fr,TY,0,J ai acheté un billet pour l aéroport…,2019-12-05T10:54:08.000Z
Paris,iledefrance-mobilites.fr,Tyr,1,,2021-12-05T10:54:08.000Z
City,Domain,User,0,Feedback,Date
Paris,iledefrance-mobilites.fr,Valerie DUPUIS,0,L’application IDF mobilility est très…,2026-01-23T13:41:44.000Z
Nice,lignesdazur.com,Valerie Gaspar,0,Vive la ligne 2,2019-01-05T18:08:54.000Z
Nice,lignesdazur.com,VALERIE HELLY,1,,2021-09-16T13:05:57.000Z
Nice,lignesdazur.com,Valérie Lauck,2,,2021-07-12T05:25:28.000Z
Lyon,tcl.fr,Valérie M.,1,,2021-09-27T17:07:15.000Z
Lille,ilevia.fr,Valérie Povoas,4,,2021-08-21T14:15:08.000Z
Paris,ratp.fr,Vanessa Moreau,0,,2019-07-04T11:16:48.000Z
Lille,ilevia.fr,Vansteene Christopher,1,,2021-09-11T14:59:22.000Z
Paris,iledefrance-mobilites.fr,Vantage Client,1,,2021-10-27T13:19:16.000Z
Lyon,tcl.fr,VB,0,Complexité de la nouvelle application TCL,2026-01-17T14:31:07.000Z
Paris,iledefrance-mobilites.fr,VC,0,Pass journée inactif,2019-10-27T13:19:16.000Z
Marseille,rtm.fr,VE,0,"Cher sale, inefficace",2019-09-24T08:34:23.000Z
Marseille,rtm.fr,VENDEELESSABLES,1,,2021-09-24T08:34:23.000Z
Nice,lignesdazur.com,Veronika Isaieva,0,les bus ligne 20 et 55 ne roulent pas à…,2019-07-15T12:24:54.000Z
Lyon,tcl.fr,Veronique Barban,1,,2022-01-17T14:31:07.000Z
Nice,lignesdazur.com,VH,0,L'insupportable impression de se faire racketter,2019-09-16T13:05:57.000Z
Lyon,tcl.fr,VI,0,"TCL VILLEFRANCHE une catastrophe ,le…",2019-10-07T09:09:34.000Z
Marseille,rtm.fr,Vico Pacheco,1,,2021-03-14T09:39:47.000Z
Nice,lignesdazur.com,Victoria,2,,2021-02-17T19:43:03.000Z
Nice,lignesdazur.com,Victoria Sachy - Wretman Estat,0,Merci lignes d’azur,2019-11-29T09:36:19.000Z
Paris,iledefrance-mobilites.fr,Vien Khanh Huynh,1,,2022-01-01T13:12:37.000Z
Lille,ilevia.fr,Virgil Sollozzo,1,,2021-05-25T15:27:41.000Z
Lille,ilevia.fr,Virginie Richez,1,,2022-01-27T16:46:04.000Z
Lyon,tcl.fr,Vis,1,,2021-10-07T09:09:34.000Z
Lille,ilevia.fr,viseux,1,,2021-12-03T18:29:07.000Z
Montpellier,tam-voyages.com,vital chris,1,,2021-06-03T22:59:43.000Z
Paris,iledefrance-mobilites.fr,VK,0,Pass navigo sur l'appli mobil ne passe…,2026-01-01T13:12:37.000Z
Nice,lignesdazur.com,VL,0,Expliquez-moi le retard du premier tram,2019-07-12T05:25:28.000Z
Paris,ratp.fr,Wardi Wardi,0,Ce matin à 7h30,2026-01-12T13:31:34.000Z
Lyon,tcl.fr,William Bessenay,0,La politesse sa s’apprend certes… mais ne pas crier aussi 😏,2019-12-08T20:07:56.000Z
Montpellier,tam-voyages.com,Willy Anselm,1,,2020-07-27T12:42:05.000Z
Nice,lignesdazur.com,wjzbfvsianxn Fjdjej,0,Chauffeur 75,2019-06-16T09:32:23.000Z
Paris,ratp.fr,Word Press,0,Mensonge d’État Ou Manipulation d’État,2026-01-14T18:59:50.000Z
Paris,iledefrance-mobilites.fr,Xavier C.,0,Aucun horaire de bus valable,2019-12-04T14:59:05.000Z
Paris,iledefrance-mobilites.fr,Xavier Hure,1,,2021-11-09T22:14:37.000Z
Lille,ilevia.fr,Xavier.S,1,,2021-11-17T14:47:46.000Z
Paris,iledefrance-mobilites.fr,XH,0,Application de voleurs !,2019-11-09T22:14:37.000Z
Lyon,tcl.fr,Xochitl Cuautitlán,1,,2021-09-04T16:17:07.000Z
Paris,iledefrance-mobilites.fr,Y Sa (sassa),1,,2022-01-22T12:10:50.000Z
Paris,ratp.fr,Yann Guérin,1,,2021-11-19T10:43:06.000Z
Paris,ratp.fr,Yasmina Bendimerad,0,Bonjour il est 16/40 le chauffeur de…,2026-01-15T18:31:13.000Z
Lille,ilevia.fr,Yasmina Bourahima,1,,2021-10-21T12:38:59.000Z
Lyon,tcl.fr,Yassin Ait-messaoud,0,Mise a jour du site internet est…,2026-01-10T13:07:21.000Z
Lille,ilevia.fr,Yaël Govart,1,,2021-12-10T17:09:45.000Z
Paris,iledefrance-mobilites.fr,YD,0,Oh oui,2026-01-26T19:57:19.000Z
Paris,ratp.fr,YG,0,Des incompétents inhumains,2019-11-19T10:43:06.000Z
Paris,iledefrance-mobilites.fr,Yo Daa,1,,2022-01-26T19:57:19.000Z
Montpellier,tam-voyages.com,Yousra Farabi,2,,2020-04-16T06:31:28.000Z
Marseille,rtm.fr,Yovana Jeannie Viscardi,0,De pire en pire,2019-09-02T11:20:10.000Z
Paris,iledefrance-mobilites.fr,YS,0,Portail navigo liberte plus dysfonctionne,2026-01-22T12:10:50.000Z
Nice,lignesdazur.com,Zahra Trifi,1,,2021-02-20T18:17:19.000Z
Nice,lignesdazur.com,Zeralda Mina,1,,2021-02-18T11:33:18.000Z
Lyon,tcl.fr,ZG,0,,2019-02-28T08:20:27.000Z
Lille,ilevia.fr,ziyad_slm,1,,2021-10-09T20:48:12.000Z
Nice,lignesdazur.com,ZM,0,Nous avons acheté deux ticket avec…,2019-02-18T11:33:18.000Z
Lille,ilevia.fr,Zoé Dtr,1,,2021-12-07T17:50:29.000Z
Nice,lignesdazur.com,ZT,0,Horaire le tram ligne 3 non respecté,2019-02-20T18:17:19.000Z
Lille,ilevia.fr,عَبْدالجليل AJ,1,,2021-07-10T15:38:43.000Z
Lyon,tcl.fr,• Xadaa •,0,Incroyable d'avoir le regard ébahi…,2026-01-30T11:37:32.000Z
Paris,iledefrance-mobilites.fr,,0,FACTURATION ERRONEE / CONTESTATION IMPOSSIBLE,2026-01-15T18:03:48.000Z
