"fact_impact_sk","time_sk","zone_sk","mode_sk","weather_sk","event_sk","energie_kwh","co2_kg","pm25","no2","aqi_index","nb_accidents","nb_graves","nb_mortels","usagers_vulnerables","volume_crimes","taux_criminalite","bak_co2_kg","bak_nb_mortels","bak_volume_crimes","bak_aqi_index","bak_taux_criminalite","bak_pm25","bak_no2","bak_zone_sk","bak_mode_sk","bak_event_sk"
"7780","13129","2","3","328705","30","99.5307","4.977","14.1575","45.295","23.66","0","0","0","0","22","0.733","4.977","0","22","23.66","0.733","14.1575","45.295","2","3","30"
"7781","13129","2","5","13129","30","31.883","1.594","14.1575","45.295","23.66","0","0","0","0","22","0.733","1.594","0","22","23.66","0.733","14.1575","45.295","2","5","30"
"7782","13129","2","5","48193","30","31.883","1.594","14.1575","45.295","23.66","0","0","0","0","22","0.733","1.594","0","22","23.66","0.733","14.1575","45.295","2","5","30"
"7783","13129","2","5","83257","30","31.883","1.594","14.1575","45.295","23.66","0","0","0","0","22","0.733","1.594","0","22","23.66","0.733","14.1575","45.295","2","5","30"
"7784","13129","2","5","118321","30","31.883","1.594","14.1575","45.295","23.66","0","0","0","0","22","0.733","1.594","0","22","23.66","0.733","14.1575","45.295","2","5","30"
"7785","13129","2","5","153385","30","31.883","1.594","14.1575","45.295","23.66","0","0","0","0","22","0.733","1.594","0","22","23.66","0.733","14.1575","45.295","2","5","30"
"7786","13129","2","5","188449","30","31.883","1.594","14.1575","45.295","23.66","0","0","0","0","22","0.733","1.594","0","22","23.66","0.733","14.1575","45.295","2","5","30"
"7787","13129","2","5","223513","30","31.883","1.594","14.1575","45.295","23.66","0","0","0","0","22","0.733","1.594","0","22","23.66","0.733","14.1575","45.295","2","5","30"
"7788","13129","2","5","258577","30","31.883","1.594","14.1575","45.295","23.66","0","0","0","0","22","0.733","1.594","0","22","23.66","0.733","14.1575","45.295","2","5","30"
"7789","13129","2","5","293641","30","31.883","1.594","14.1575","45.295","23.66","0","0","0","0","22","0.733","1.594","0","22","23.66","0.733","14.1575","45.295","2","5","30"
"7790","13129","2","5","328705","30","31.883","1.594","14.1575","45.295","23.66","0","0","0","0","22","0.733","1.594","0","22","23.66","0.733","14.1575","45.295","2","5","30"
"7791","13129","3","2","13129","30","85.3387","228.708","11.7533","42.31","23.66","0","0","0","0","51","1.308","228.708","0","51","23.66","1.308","11.7533","42.31","3","2","30"
"7792","13129","3","2","48193","30","85.3387","228.708","11.7533","42.31","23.66","0","0","0","0","51","1.308","228.708","0","51","23.66","1.308","11.7533","42.31","3","2","30"
"7793","13129","3","2","83257","30","85.3387","228.708","11.7533","42.31","23.66","0","0","0","0","51","1.308","228.708","0","51","23.66","1.308","11.7533","42.31","3","2","30"
"7794","13129","3","2","118321","30","85.3387","228.708","11.7533","42.31","23.66","0","0","0","0","51","1.308","228.708","0","51","23.66","1.308","11.7533","42.31","3","2","30"
"7795","13129","3","2","153385","30","85.3387","228.708","11.7533","42.31","23.66","0","0","0","0","51","1.308","228.708","0","51","23.66","1.308","11.7533","42.31","3","2","30"
"7796","13129","3","2","188449","30","85.3387","228.708","11.7533","42.31","23.66","0","0","0","0","51","1.308","228.708","0","51","23.66","1.308","11.7533","42.31","3","2","30"
"7797","13129","3","2","223513","30","85.3387","228.708","11.7533","42.31","23.66","0","0","0","0","51","1.308","228.708","0","51","23.66","1.308","11.7533","42.31","3","2","30"
"7798","13129","3","2","258577","30","85.3387","228.708","11.7533","42.31","23.66","0","0","0","0","51","1.308","228.708","0","51","23.66","1.308","11.7533","42.31","3","2","30"
"7799","13129","3","2","293641","30","85.3387","228.708","11.7533","42.31","23.66","0","0","0","0","51","1.308","228.708","0","51","23.66","1.308","11.7533","42.31","3","2","30"
"7800","13129","3","2","328705","30","85.3387","228.708","11.7533","42.31","23.66","0","0","0","0","51","1.308","228.708","0","51","23.66","1.308","11.7533","42.31","3","2","30"
"7801","13129","3","6","13129","30","14.0667","0.703","11.7533","42.31","23.66","0","0","0","0","51","1.308","0.703","0","51","23.66","1.308","11.7533","42.31","3","0","30"
"7802","13129","3","6","48193","30","14.0667","0.703","11.7533","42.31","23.66","0","0","0","0","51","1.308","0.703","0","51","23.66","1.308","11.7533","42.31","3","0","30"
"7803","13129","3","6","83257","30","14.0667","0.703","11.7533","42.31","23.66","0","0","0","0","51","1.308","0.703","0","51","23.66","1.308","11.7533","42.31","3","0","30"
"7804","13129","3","6","118321","30","14.0667","0.703","11.7533","42.31","23.66","0","0","0","0","51","1.308","0.703","0","51","23.66","1.308","11.7533","42.31","3","0","30"
"7805","13129","3","6","153385","30","14.0667","0.703","11.7533","42.31","23.66","0","0","0","0","51","1.308","0.703","0","51","23.66","1.308","11.7533","42.31","3","0","30"
"7806","13129","3","6","188449","30","14.0667","0.703","11.7533","42.31","23.66","0","0","0","0","51","1.308","0.703","0","51","23.66","1.308","11.7533","42.31","3","0","30"
"7807","13129","3","6","223513","30","14.0667","0.703","11.7533","42.31","23.66","0","0","0","0","51","1.308","0.703","0","51","23.66","1.308","11.7533","42.31","3","0","30"
"7808","13129","3","6","258577","30","14.0667","0.703","11.7533","42.31","23.66","0","0","0","0","51","1.308","0.703","0","51","23.66","1.308","11.7533","42.31","3","0","30"
"7809","13129","3","6","293641","30","14.0667","0.703","11.7533","42.31","23.66","0","0","0","0","51","1.308","0.703","0","51","23.66","1.308","11.7533","42.31","3","0","30"
"7810","13129","3","6","328705","30","14.0667","0.703","11.7533","42.31","23.66","0","0","0","0","51","1.308","0.703","0","51","23.66","1.308","11.7533","42.31","3","0","30"
"7811","13129","3","3","13129","30","111.547","5.577","11.7533","42.31","23.66","0","0","0","0","51","1.308","5.577","0","51","23.66","1.308","11.7533","42.31","3","3","30"
"7812","13129","3","3","48193","30","111.547","5.577","11.7533","42.31","23.66","0","0","0","0","51","1.308","5.577","0","51","23.66","1.308","11.7533","42.31","3","3","30"
"7813","13129","3","3","83257","30","111.547","5.577","11.7533","42.31","23.66","0","0","0","0","51","1.308","5.577","0","51","23.66","1.308","11.7533","42.31","3","3","30"
"7814","13129","3","3","118321","30","111.547","5.577","11.7533","42.31","23.66","0","0","0","0","51","1.308","5.577","0","51","23.66","1.308","11.7533","42.31","3","3","30"
"7815","13129","3","3","153385","30","111.547","5.577","11.7533","42.31","23.66","0","0","0","0","51","1.308","5.577","0","51","23.66","1.308","11.7533","42.31","3","3","30"
"7816","13129","3","3","188449","30","111.547","5.577","11.7533","42.31","23.66","0","0","0","0","51","1.308","5.577","0","51","23.66","1.308","11.7533","42.31","3","3","30"
"7817","13129","3","3","223513","30","111.547","5.577","11.7533","42.31","23.66","0","0","0","0","51","1.308","5.577","0","51","23.66","1.308","11.7533","42.31","3","3","30"
"7818","13129","3","3","258577","30","111.547","5.577","11.7533","42.31","23.66","0","0","0","0","51","1.308","5.577","0","51","23.66","1.308","11.7533","42.31","3","3","30"
"7819","13129","3","3","293641","30","111.547","5.577","11.7533","42.31","23.66","0","0","0","0","51","1.308","5.577","0","51","23.66","1.308","11.7533","42.31","3","3","30"
"7820","13129","3","3","328705","30","111.547","5.577","11.7533","42.31","23.66","0","0","0","0","51","1.308","5.577","0","51","23.66","1.308","11.7533","42.31","3","3","30"
"7821","13129","3","5","13129","30","45.67","2.284","11.7533","42.31","23.66","0","0","0","0","51","1.308","2.284","0","51","23.66","1.308","11.7533","42.31","3","5","30"
"7822","13129","3","5","48193","30","45.67","2.284","11.7533","42.31","23.66","0","0","0","0","51","1.308","2.284","0","51","23.66","1.308","11.7533","42.31","3","5","30"
"7823","13129","3","5","83257","30","45.67","2.284","11.7533","42.31","23.66","0","0","0","0","51","1.308","2.284","0","51","23.66","1.308","11.7533","42.31","3","5","30"
"7824","13129","3","5","118321","30","45.67","2.284","11.7533","42.31","23.66","0","0","0","0","51","1.308","2.284","0","51","23.66","1.308","11.7533","42.31","3","5","30"
"7825","13129","3","5","153385","30","45.67","2.284","11.7533","42.31","23.66","0","0","0","0","51","1.308","2.284","0","51","23.66","1.308","11.7533","42.31","3","5","30"
"7826","13129","3","5","188449","30","45.67","2.284","11.7533","42.31","23.66","0","0","0","0","51","1.308","2.284","0","51","23.66","1.308","11.7533","42.31","3","5","30"
"7827","13129","3","5","223513","30","45.67","2.284","11.7533","42.31","23.66","0","0","0","0","51","1.308","2.284","0","51","23.66","1.308","11.7533","42.31","3","5","30"
"7828","13129","3","5","258577","30","45.67","2.284","11.7533","42.31","23.66","0","0","0","0","51","1.308","2.284","0","51","23.66","1.308","11.7533","42.31","3","5","30"
"7829","13129","3","5","293641","30","45.67","2.284","11.7533","42.31","23.66","0","0","0","0","51","1.308","2.284","0","51","23.66","1.308","11.7533","42.31","3","5","30"
"7830","13129","3","5","328705","30","45.67","2.284","11.7533","42.31","23.66","0","0","0","0","51","1.308","2.284","0","51","23.66","1.308","11.7533","42.31","3","5","30"
"7831","13129","4","2","13129","30","133.198","6.66","15.4625","40.7","23.66","0","0","0","0","25","1.19","6.66","0","25","23.66","1.19","15.4625","40.7","4","2","30"
"7832","13129","4","2","48193","30","133.198","6.66","15.4625","40.7","23.66","0","0","0","0","25","1.19","6.66","0","25","23.66","1.19","15.4625","40.7","4","2","30"
"7833","13129","4","2","83257","30","133.198","6.66","15.4625","40.7","23.66","0","0","0","0","25","1.19","6.66","0","25","23.66","1.19","15.4625","40.7","4","2","30"
"7834","13129","4","2","118321","30","133.198","6.66","15.4625","40.7","23.66","0","0","0","0","25","1.19","6.66","0","25","23.66","1.19","15.4625","40.7","4","2","30"
"7835","13129","4","2","153385","30","133.198","6.66","15.4625","40.7","23.66","0","0","0","0","25","1.19","6.66","0","25","23.66","1.19","15.4625","40.7","4","2","30"
"7836","13129","4","2","188449","30","133.198","6.66","15.4625","40.7","23.66","0","0","0","0","25","1.19","6.66","0","25","23.66","1.19","15.4625","40.7","4","2","30"
"7837","13129","4","2","223513","30","133.198","6.66","15.4625","40.7","23.66","0","0","0","0","25","1.19","6.66","0","25","23.66","1.19","15.4625","40.7","4","2","30"
"7838","13129","4","2","258577","30","133.198","6.66","15.4625","40.7","23.66","0","0","0","0","25","1.19","6.66","0","25","23.66","1.19","15.4625","40.7","4","2","30"
"7839","13129","4","2","293641","30","133.198","6.66","15.4625","40.7","23.66","0","0","0","0","25","1.19","6.66","0","25","23.66","1.19","15.4625","40.7","4","2","30"
"7840","13129","4","2","328705","30","133.198","6.66","15.4625","40.7","23.66","0","0","0","0","25","1.19","6.66","0","25","23.66","1.19","15.4625","40.7","4","2","30"
"7841","13129","4","6","13129","30","27.672","74.161","15.4625","40.7","23.66","0","0","0","0","25","1.19","74.161","0","25","23.66","1.19","15.4625","40.7","4","0","30"
"7842","13129","4","6","48193","30","27.672","74.161","15.4625","40.7","23.66","0","0","0","0","25","1.19","74.161","0","25","23.66","1.19","15.4625","40.7","4","0","30"
"7843","13129","4","6","83257","30","27.672","74.161","15.4625","40.7","23.66","0","0","0","0","25","1.19","74.161","0","25","23.66","1.19","15.4625","40.7","4","0","30"
"7844","13129","4","6","118321","30","27.672","74.161","15.4625","40.7","23.66","0","0","0","0","25","1.19","74.161","0","25","23.66","1.19","15.4625","40.7","4","0","30"
"7845","13129","4","6","153385","30","27.672","74.161","15.4625","40.7","23.66","0","0","0","0","25","1.19","74.161","0","25","23.66","1.19","15.4625","40.7","4","0","30"
"7846","13129","4","6","188449","30","27.672","74.161","15.4625","40.7","23.66","0","0","0","0","25","1.19","74.161","0","25","23.66","1.19","15.4625","40.7","4","0","30"
"7847","13129","4","6","223513","30","27.672","74.161","15.4625","40.7","23.66","0","0","0","0","25","1.19","74.161","0","25","23.66","1.19","15.4625","40.7","4","0","30"
"7848","13129","4","6","258577","30","27.672","74.161","15.4625","40.7","23.66","0","0","0","0","25","1.19","74.161","0","25","23.66","1.19","15.4625","40.7","4","0","30"
"7849","13129","4","6","293641","30","27.672","74.161","15.4625","40.7","23.66","0","0","0","0","25","1.19","74.161","0","25","23.66","1.19","15.4625","40.7","4","0","30"
"7850","13129","4","6","328705","30","27.672","74.161","15.4625","40.7","23.66","0","0","0","0","25","1.19","74.161","0","25","23.66","1.19","15.4625","40.7","4","0","30"
"7851","13129","4","3","13129","30","71.7813","3.589","15.4625","40.7","23.66","0","0","0","0","25","1.19","3.589","0","25","23.66","1.19","15.4625","40.7","4","3","30"
"7852","13129","4","3","48193","30","71.7813","3.589","15.4625","40.7","23.66","0","0","0","0","25","1.19","3.589","0","25","23.66","1.19","15.4625","40.7","4","3","30"
"7853","13129","4","3","83257","30","71.7813","3.589","15.4625","40.7","23.66","0","0","0","0","25","1.19","3.589","0","25","23.66","1.19","15.4625","40.7","4","3","30"
"7854","13129","4","3","118321","30","71.7813","3.589","15.4625","40.7","23.66","0","0","0","0","25","1.19","3.589","0","25","23.66","1.19","15.4625","40.7","4","3","30"
"7855","13129","4","3","153385","30","71.7813","3.589","15.4625","40.7","23.66","0","0","0","0","25","1.19","3.589","0","25","23.66","1.19","15.4625","40.7","4","3","30"
"7856","13129","4","3","188449","30","71.7813","3.589","15.4625","40.7","23.66","0","0","0","0","25","1.19","3.589","0","25","23.66","1.19","15.4625","40.7","4","3","30"
"7857","13129","4","3","223513","30","71.7813","3.589","15.4625","40.7","23.66","0","0","0","0","25","1.19","3.589","0","25","23.66","1.19","15.4625","40.7","4","3","30"
"7858","13129","4","3","258577","30","71.7813","3.589","15.4625","40.7","23.66","0","0","0","0","25","1.19","3.589","0","25","23.66","1.19","15.4625","40.7","4","3","30"
"7859","13129","4","3","293641","30","71.7813","3.589","15.4625","40.7","23.66","0","0","0","0","25","1.19","3.589","0","25","23.66","1.19","15.4625","40.7","4","3","30"
"7860","13129","4","3","328705","30","71.7813","3.589","15.4625","40.7","23.66","0","0","0","0","25","1.19","3.589","0","25","23.66","1.19","15.4625","40.7","4","3","30"
"7861","13129","4","5","13129","30","61.227","3.061","15.4625","40.7","23.66","0","0","0","0","25","1.19","3.061","0","25","23.66","1.19","15.4625","40.7","4","5","30"
"7862","13129","4","5","48193","30","61.227","3.061","15.4625","40.7","23.66","0","0","0","0","25","1.19","3.061","0","25","23.66","1.19","15.4625","40.7","4","5","30"
"7863","13129","4","5","83257","30","61.227","3.061","15.4625","40.7","23.66","0","0","0","0","25","1.19","3.061","0","25","23.66","1.19","15.4625","40.7","4","5","30"
"7864","13129","4","5","118321","30","61.227","3.061","15.4625","40.7","23.66","0","0","0","0","25","1.19","3.061","0","25","23.66","1.19","15.4625","40.7","4","5","30"
"7865","13129","4","5","153385","30","61.227","3.061","15.4625","40.7","23.66","0","0","0","0","25","1.19","3.061","0","25","23.66","1.19","15.4625","40.7","4","5","30"
"7866","13129","4","5","188449","30","61.227","3.061","15.4625","40.7","23.66","0","0","0","0","25","1.19","3.061","0","25","23.66","1.19","15.4625","40.7","4","5","30"
"7867","13129","4","5","223513","30","61.227","3.061","15.4625","40.7","23.66","0","0","0","0","25","1.19","3.061","0","25","23.66","1.19","15.4625","40.7","4","5","30"
"7868","13129","4","5","258577","30","61.227","3.061","15.4625","40.7","23.66","0","0","0","0","25","1.19","3.061","0","25","23.66","1.19","15.4625","40.7","4","5","30"
"7869","13129","4","5","293641","30","61.227","3.061","15.4625","40.7","23.66","0","0","0","0","25","1.19","3.061","0","25","23.66","1.19","15.4625","40.7","4","5","30"
"7870","13129","4","5","328705","30","61.227","3.061","15.4625","40.7","23.66","0","0","0","0","25","1.19","3.061","0","25","23.66","1.19","15.4625","40.7","4","5","30"
"7871","13129","5","2","13129","30","118.167","316.687","13.22","36.9875","22.498","0","0","0","0","31","1.24","316.687","0","31","22.498","1.24","13.22","36.9875","5","2","30"
"7872","13129","5","2","48193","30","118.167","316.687","13.22","36.9875","22.498","0","0","0","0","31","1.24","316.687","0","31","22.498","1.24","13.22","36.9875","5","2","30"
"7873","13129","5","2","83257","30","118.167","316.687","13.22","36.9875","22.498","0","0","0","0","31","1.24","316.687","0","31","22.498","1.24","13.22","36.9875","5","2","30"
"7874","13129","5","2","118321","30","118.167","316.687","13.22","36.9875","22.498","0","0","0","0","31","1.24","316.687","0","31","22.498","1.24","13.22","36.9875","5","2","30"
"7875","13129","5","2","153385","30","118.167","316.687","13.22","36.9875","22.498","0","0","0","0","31","1.24","316.687","0","31","22.498","1.24","13.22","36.9875","5","2","30"
"7876","13129","5","2","188449","30","118.167","316.687","13.22","36.9875","22.498","0","0","0","0","31","1.24","316.687","0","31","22.498","1.24","13.22","36.9875","5","2","30"
"7877","13129","5","2","223513","30","118.167","316.687","13.22","36.9875","22.498","0","0","0","0","31","1.24","316.687","0","31","22.498","1.24","13.22","36.9875","5","2","30"
"7878","13129","5","2","258577","30","118.167","316.687","13.22","36.9875","22.498","0","0","0","0","31","1.24","316.687","0","31","22.498","1.24","13.22","36.9875","5","2","30"
"7879","13129","5","2","293641","30","118.167","316.687","13.22","36.9875","22.498","0","0","0","0","31","1.24","316.687","0","31","22.498","1.24","13.22","36.9875","5","2","30"
"7880","13129","5","2","328705","30","118.167","316.687","13.22","36.9875","22.498","0","0","0","0","31","1.24","316.687","0","31","22.498","1.24","13.22","36.9875","5","2","30"
"7881","13129","5","6","13129","30","14.324","38.388","13.22","36.9875","22.498","0","0","0","0","31","1.24","38.388","0","31","22.498","1.24","13.22","36.9875","5","0","30"
"7882","13129","5","6","48193","30","14.324","38.388","13.22","36.9875","22.498","0","0","0","0","31","1.24","38.388","0","31","22.498","1.24","13.22","36.9875","5","0","30"
"7883","13129","5","6","83257","30","14.324","38.388","13.22","36.9875","22.498","0","0","0","0","31","1.24","38.388","0","31","22.498","1.24","13.22","36.9875","5","0","30"
"7884","13129","5","6","118321","30","14.324","38.388","13.22","36.9875","22.498","0","0","0","0","31","1.24","38.388","0","31","22.498","1.24","13.22","36.9875","5","0","30"
"7885","13129","5","6","153385","30","14.324","38.388","13.22","36.9875","22.498","0","0","0","0","31","1.24","38.388","0","31","22.498","1.24","13.22","36.9875","5","0","30"
"7886","13129","5","6","188449","30","14.324","38.388","13.22","36.9875","22.498","0","0","0","0","31","1.24","38.388","0","31","22.498","1.24","13.22","36.9875","5","0","30"
"7887","13129","5","6","223513","30","14.324","38.388","13.22","36.9875","22.498","0","0","0","0","31","1.24","38.388","0","31","22.498","1.24","13.22","36.9875","5","0","30"
"7888","13129","5","6","258577","30","14.324","38.388","13.22","36.9875","22.498","0","0","0","0","31","1.24","38.388","0","31","22.498","1.24","13.22","36.9875","5","0","30"
"7889","13129","5","6","293641","30","14.324","38.388","13.22","36.9875","22.498","0","0","0","0","31","1.24","38.388","0","31","22.498","1.24","13.22","36.9875","5","0","30"
"7890","13129","5","6","328705","30","14.324","38.388","13.22","36.9875","22.498","0","0","0","0","31","1.24","38.388","0","31","22.498","1.24","13.22","36.9875","5","0","30"
"7891","13129","5","3","13129","30","87.556","4.378","13.22","36.9875","22.498","0","0","0","0","31","1.24","4.378","0","31","22.498","1.24","13.22","36.9875","5","3","30"
"7892","13129","5","3","48193","30","87.556","4.378","13.22","36.9875","22.498","0","0","0","0","31","1.24","4.378","0","31","22.498","1.24","13.22","36.9875","5","3","30"
"7893","13129","5","3","83257","30","87.556","4.378","13.22","36.9875","22.498","0","0","0","0","31","1.24","4.378","0","31","22.498","1.24","13.22","36.9875","5","3","30"
"7894","13129","5","3","118321","30","87.556","4.378","13.22","36.9875","22.498","0","0","0","0","31","1.24","4.378","0","31","22.498","1.24","13.22","36.9875","5","3","30"
"7895","13129","5","3","153385","30","87.556","4.378","13.22","36.9875","22.498","0","0","0","0","31","1.24","4.378","0","31","22.498","1.24","13.22","36.9875","5","3","30"
"7896","13129","5","3","188449","30","87.556","4.378","13.22","36.9875","22.498","0","0","0","0","31","1.24","4.378","0","31","22.498","1.24","13.22","36.9875","5","3","30"
"7897","13129","5","3","223513","30","87.556","4.378","13.22","36.9875","22.498","0","0","0","0","31","1.24","4.378","0","31","22.498","1.24","13.22","36.9875","5","3","30"
"7898","13129","5","3","258577","30","87.556","4.378","13.22","36.9875","22.498","0","0","0","0","31","1.24","4.378","0","31","22.498","1.24","13.22","36.9875","5","3","30"
"7899","13129","5","3","293641","30","87.556","4.378","13.22","36.9875","22.498","0","0","0","0","31","1.24","4.378","0","31","22.498","1.24","13.22","36.9875","5","3","30"
"7900","13129","5","3","328705","30","87.556","4.378","13.22","36.9875","22.498","0","0","0","0","31","1.24","4.378","0","31","22.498","1.24","13.22","36.9875","5","3","30"
"7901","13129","5","5","13129","30","89.07","4.454","13.22","36.9875","22.498","0","0","0","0","31","1.24","4.454","0","31","22.498","1.24","13.22","36.9875","5","5","30"
"7902","13129","5","5","48193","30","89.07","4.454","13.22","36.9875","22.498","0","0","0","0","31","1.24","4.454","0","31","22.498","1.24","13.22","36.9875","5","5","30"
"7903","13129","5","5","83257","30","89.07","4.454","13.22","36.9875","22.498","0","0","0","0","31","1.24","4.454","0","31","22.498","1.24","13.22","36.9875","5","5","30"
"7904","13129","5","5","118321","30","89.07","4.454","13.22","36.9875","22.498","0","0","0","0","31","1.24","4.454","0","31","22.498","1.24","13.22","36.9875","5","5","30"
"7905","13129","5","5","153385","30","89.07","4.454","13.22","36.9875","22.498","0","0","0","0","31","1.24","4.454","0","31","22.498","1.24","13.22","36.9875","5","5","30"
"7906","13129","5","5","188449","30","89.07","4.454","13.22","36.9875","22.498","0","0","0","0","31","1.24","4.454","0","31","22.498","1.24","13.22","36.9875","5","5","30"
"7907","13129","5","5","223513","30","89.07","4.454","13.22","36.9875","22.498","0","0","0","0","31","1.24","4.454","0","31","22.498","1.24","13.22","36.9875","5","5","30"
"7908","13129","5","5","258577","30","89.07","4.454","13.22","36.9875","22.498","0","0","0","0","31","1.24","4.454","0","31","22.498","1.24","13.22","36.9875","5","5","30"
"7909","13129","5","5","293641","30","89.07","4.454","13.22","36.9875","22.498","0","0","0","0","31","1.24","4.454","0","31","22.498","1.24","13.22","36.9875","5","5","30"
"7910","13129","5","5","328705","30","89.07","4.454","13.22","36.9875","22.498","0","0","0","0","31","1.24","4.454","0","31","22.498","1.24","13.22","36.9875","5","5","30"
"7911","13129","6","2","13129","30","162.21","434.722","10.065","44.275","24.4347","0","0","0","0","0","0","434.722","0","0",NULL,NULL,"10.065","44.275","6","2","30"
"7912","13129","6","2","48193","30","162.21","434.722","10.065","44.275","24.4347","0","0","0","0","0","0","434.722","0","0",NULL,NULL,"10.065","44.275","6","2","30"
"7913","13129","6","2","83257","30","162.21","434.722","10.065","44.275","24.4347","0","0","0","0","0","0","434.722","0","0",NULL,NULL,"10.065","44.275","6","2","30"
"7914","13129","6","2","118321","30","162.21","434.722","10.065","44.275","24.4347","0","0","0","0","0","0","434.722","0","0",NULL,NULL,"10.065","44.275","6","2","30"
"7915","13129","6","2","153385","30","162.21","434.722","10.065","44.275","24.4347","0","0","0","0","0","0","434.722","0","0",NULL,NULL,"10.065","44.275","6","2","30"
"7916","13129","6","2","188449","30","162.21","434.722","10.065","44.275","24.4347","0","0","0","0","0","0","434.722","0","0",NULL,NULL,"10.065","44.275","6","2","30"
"7917","13129","6","2","223513","30","162.21","434.722","10.065","44.275","24.4347","0","0","0","0","0","0","434.722","0","0",NULL,NULL,"10.065","44.275","6","2","30"
"7918","13129","6","2","258577","30","162.21","434.722","10.065","44.275","24.4347","0","0","0","0","0","0","434.722","0","0",NULL,NULL,"10.065","44.275","6","2","30"
"7919","13129","6","2","293641","30","162.21","434.722","10.065","44.275","24.4347","0","0","0","0","0","0","434.722","0","0",NULL,NULL,"10.065","44.275","6","2","30"
"7920","13129","6","2","328705","30","162.21","434.722","10.065","44.275","24.4347","0","0","0","0","0","0","434.722","0","0",NULL,NULL,"10.065","44.275","6","2","30"
"7921","13129","6","6","13129","30","27.5827","73.922","10.065","44.275","24.4347","0","0","0","0","0","0","73.922","0","0",NULL,NULL,"10.065","44.275","6","0","30"
"7922","13129","6","6","48193","30","27.5827","73.922","10.065","44.275","24.4347","0","0","0","0","0","0","73.922","0","0",NULL,NULL,"10.065","44.275","6","0","30"
"7923","13129","6","6","83257","30","27.5827","73.922","10.065","44.275","24.4347","0","0","0","0","0","0","73.922","0","0",NULL,NULL,"10.065","44.275","6","0","30"
"7924","13129","6","6","118321","30","27.5827","73.922","10.065","44.275","24.4347","0","0","0","0","0","0","73.922","0","0",NULL,NULL,"10.065","44.275","6","0","30"
"7925","13129","6","6","153385","30","27.5827","73.922","10.065","44.275","24.4347","0","0","0","0","0","0","73.922","0","0",NULL,NULL,"10.065","44.275","6","0","30"
"7926","13129","6","6","188449","30","27.5827","73.922","10.065","44.275","24.4347","0","0","0","0","0","0","73.922","0","0",NULL,NULL,"10.065","44.275","6","0","30"
"7927","13129","6","6","223513","30","27.5827","73.922","10.065","44.275","24.4347","0","0","0","0","0","0","73.922","0","0",NULL,NULL,"10.065","44.275","6","0","30"
"7928","13129","6","6","258577","30","27.5827","73.922","10.065","44.275","24.4347","0","0","0","0","0","0","73.922","0","0",NULL,NULL,"10.065","44.275","6","0","30"
"7929","13129","6","6","293641","30","27.5827","73.922","10.065","44.275","24.4347","0","0","0","0","0","0","73.922","0","0",NULL,NULL,"10.065","44.275","6","0","30"
"7930","13129","6","6","328705","30","27.5827","73.922","10.065","44.275","24.4347","0","0","0","0","0","0","73.922","0","0",NULL,NULL,"10.065","44.275","6","0","30"
"7931","13129","6","3","13129","30","111.679","5.584","10.065","44.275","24.4347","0","0","0","0","0","0","5.584","0","0",NULL,NULL,"10.065","44.275","6","3","30"
"7932","13129","6","3","48193","30","111.679","5.584","10.065","44.275","24.4347","0","0","0","0","0","0","5.584","0","0",NULL,NULL,"10.065","44.275","6","3","30"
"7933","13129","6","3","83257","30","111.679","5.584","10.065","44.275","24.4347","0","0","0","0","0","0","5.584","0","0",NULL,NULL,"10.065","44.275","6","3","30"
"7934","13129","6","3","118321","30","111.679","5.584","10.065","44.275","24.4347","0","0","0","0","0","0","5.584","0","0",NULL,NULL,"10.065","44.275","6","3","30"
"7935","13129","6","3","153385","30","111.679","5.584","10.065","44.275","24.4347","0","0","0","0","0","0","5.584","0","0",NULL,NULL,"10.065","44.275","6","3","30"
"7936","13129","6","3","188449","30","111.679","5.584","10.065","44.275","24.4347","0","0","0","0","0","0","5.584","0","0",NULL,NULL,"10.065","44.275","6","3","30"
"7937","13129","6","3","223513","30","111.679","5.584","10.065","44.275","24.4347","0","0","0","0","0","0","5.584","0","0",NULL,NULL,"10.065","44.275","6","3","30"
"7938","13129","6","3","258577","30","111.679","5.584","10.065","44.275","24.4347","0","0","0","0","0","0","5.584","0","0",NULL,NULL,"10.065","44.275","6","3","30"
"7939","13129","6","3","293641","30","111.679","5.584","10.065","44.275","24.4347","0","0","0","0","0","0","5.584","0","0",NULL,NULL,"10.065","44.275","6","3","30"
"7940","13129","6","3","328705","30","111.679","5.584","10.065","44.275","24.4347","0","0","0","0","0","0","5.584","0","0",NULL,NULL,"10.065","44.275","6","3","30"
"7941","13129","6","5","13129","30","59.249","2.962","10.065","44.275","24.4347","0","0","0","0","0","0","2.962","0","0",NULL,NULL,"10.065","44.275","6","5","30"
"7942","13129","6","5","48193","30","59.249","2.962","10.065","44.275","24.4347","0","0","0","0","0","0","2.962","0","0",NULL,NULL,"10.065","44.275","6","5","30"
"7943","13129","6","5","83257","30","59.249","2.962","10.065","44.275","24.4347","0","0","0","0","0","0","2.962","0","0",NULL,NULL,"10.065","44.275","6","5","30"
"7944","13129","6","5","118321","30","59.249","2.962","10.065","44.275","24.4347","0","0","0","0","0","0","2.962","0","0",NULL,NULL,"10.065","44.275","6","5","30"
"7945","13129","6","5","153385","30","59.249","2.962","10.065","44.275","24.4347","0","0","0","0","0","0","2.962","0","0",NULL,NULL,"10.065","44.275","6","5","30"
