"time_sk","time_code","date","heure","jour","mois","annee","jour_semaine","weekend","periode"
"19422","20210320_50000_H","2021-03-20","05:00:00","20","3","2021","6","1","hors_pointe"
"19423","20210320_60000_H","2021-03-20","06:00:00","20","3","2021","6","1","hors_pointe"
"19424","20210320_70000_P","2021-03-20","07:00:00","20","3","2021","6","1","pointe"
"19425","20210320_80000_P","2021-03-20","08:00:00","20","3","2021","6","1","pointe"
"19426","20210320_90000_P","2021-03-20","09:00:00","20","3","2021","6","1","pointe"
"19427","20210320_100000_H","2021-03-20","10:00:00","20","3","2021","6","1","hors_pointe"
"19428","20210320_110000_H","2021-03-20","11:00:00","20","3","2021","6","1","hors_pointe"
"19429","20210320_120000_H","2021-03-20","12:00:00","20","3","2021","6","1","hors_pointe"
"19430","20210320_130000_H","2021-03-20","13:00:00","20","3","2021","6","1","hors_pointe"
"19431","20210320_140000_H","2021-03-20","14:00:00","20","3","2021","6","1","hors_pointe"
"19432","20210320_150000_H","2021-03-20","15:00:00","20","3","2021","6","1","hors_pointe"
"19433","20210320_160000_H","2021-03-20","16:00:00","20","3","2021","6","1","hors_pointe"
"19434","20210320_170000_P","2021-03-20","17:00:00","20","3","2021","6","1","pointe"
"19435","20210320_180000_P","2021-03-20","18:00:00","20","3","2021","6","1","pointe"
"19436","20210320_190000_P","2021-03-20","19:00:00","20","3","2021","6","1","pointe"
"19437","20210320_200000_H","2021-03-20","20:00:00","20","3","2021","6","1","hors_pointe"
"19438","20210320_210000_H","2021-03-20","21:00:00","20","3","2021","6","1","hors_pointe"
"19439","20210320_220000_H","2021-03-20","22:00:00","20","3","2021","6","1","hors_pointe"
"19440","20210320_230000_H","2021-03-20","23:00:00","20","3","2021","6","1","hors_pointe"
"19441","20210321_00_H","2021-03-21","00:00:00","21","3","2021","7","1","hors_pointe"
"19442","20210321_10000_H","2021-03-21","01:00:00","21","3","2021","7","1","hors_pointe"
"19443","20210321_20000_H","2021-03-21","02:00:00","21","3","2021","7","1","hors_pointe"
"19444","20210321_30000_H","2021-03-21","03:00:00","21","3","2021","7","1","hors_pointe"
"19445","20210321_40000_H","2021-03-21","04:00:00","21","3","2021","7","1","hors_pointe"
"19446","20210321_50000_H","2021-03-21","05:00:00","21","3","2021","7","1","hors_pointe"
"19447","20210321_60000_H","2021-03-21","06:00:00","21","3","2021","7","1","hors_pointe"
"19448","20210321_70000_P","2021-03-21","07:00:00","21","3","2021","7","1","pointe"
"19449","20210321_80000_P","2021-03-21","08:00:00","21","3","2021","7","1","pointe"
"19450","20210321_90000_P","2021-03-21","09:00:00","21","3","2021","7","1","pointe"
"19451","20210321_100000_H","2021-03-21","10:00:00","21","3","2021","7","1","hors_pointe"
"19452","20210321_110000_H","2021-03-21","11:00:00","21","3","2021","7","1","hors_pointe"
"19453","20210321_120000_H","2021-03-21","12:00:00","21","3","2021","7","1","hors_pointe"
"19454","20210321_130000_H","2021-03-21","13:00:00","21","3","2021","7","1","hors_pointe"
"19455","20210321_140000_H","2021-03-21","14:00:00","21","3","2021","7","1","hors_pointe"
"19456","20210321_150000_H","2021-03-21","15:00:00","21","3","2021","7","1","hors_pointe"
"19457","20210321_160000_H","2021-03-21","16:00:00","21","3","2021","7","1","hors_pointe"
"19458","20210321_170000_P","2021-03-21","17:00:00","21","3","2021","7","1","pointe"
"19459","20210321_180000_P","2021-03-21","18:00:00","21","3","2021","7","1","pointe"
"19460","20210321_190000_P","2021-03-21","19:00:00","21","3","2021","7","1","pointe"
"19461","20210321_200000_H","2021-03-21","20:00:00","21","3","2021","7","1","hors_pointe"
"19462","20210321_210000_H","2021-03-21","21:00:00","21","3","2021","7","1","hors_pointe"
"19463","20210321_220000_H","2021-03-21","22:00:00","21","3","2021","7","1","hors_pointe"
"19464","20210321_230000_H","2021-03-21","23:00:00","21","3","2021","7","1","hors_pointe"
"19465","20210322_00_H","2021-03-22","00:00:00","22","3","2021","1","0","hors_pointe"
"19466","20210322_10000_H","2021-03-22","01:00:00","22","3","2021","1","0","hors_pointe"
"19467","20210322_20000_H","2021-03-22","02:00:00","22","3","2021","1","0","hors_pointe"
"19468","20210322_30000_H","2021-03-22","03:00:00","22","3","2021","1","0","hors_pointe"
"19469","20210322_40000_H","2021-03-22","04:00:00","22","3","2021","1","0","hors_pointe"
"19470","20210322_50000_H","2021-03-22","05:00:00","22","3","2021","1","0","hors_pointe"
"19471","20210322_60000_H","2021-03-22","06:00:00","22","3","2021","1","0","hors_pointe"
"19472","20210322_70000_P","2021-03-22","07:00:00","22","3","2021","1","0","pointe"
"19473","20210322_80000_P","2021-03-22","08:00:00","22","3","2021","1","0","pointe"
"19474","20210322_90000_P","2021-03-22","09:00:00","22","3","2021","1","0","pointe"
"19475","20210322_100000_H","2021-03-22","10:00:00","22","3","2021","1","0","hors_pointe"
"19476","20210322_110000_H","2021-03-22","11:00:00","22","3","2021","1","0","hors_pointe"
"19477","20210322_120000_H","2021-03-22","12:00:00","22","3","2021","1","0","hors_pointe"
"19478","20210322_130000_H","2021-03-22","13:00:00","22","3","2021","1","0","hors_pointe"
"19479","20210322_140000_H","2021-03-22","14:00:00","22","3","2021","1","0","hors_pointe"
"19480","20210322_150000_H","2021-03-22","15:00:00","22","3","2021","1","0","hors_pointe"
"19481","20210322_160000_H","2021-03-22","16:00:00","22","3","2021","1","0","hors_pointe"
"19482","20210322_170000_P","2021-03-22","17:00:00","22","3","2021","1","0","pointe"
"19483","20210322_180000_P","2021-03-22","18:00:00","22","3","2021","1","0","pointe"
"19484","20210322_190000_P","2021-03-22","19:00:00","22","3","2021","1","0","pointe"
"19485","20210322_200000_H","2021-03-22","20:00:00","22","3","2021","1","0","hors_pointe"
"19486","20210322_210000_H","2021-03-22","21:00:00","22","3","2021","1","0","hors_pointe"
"19487","20210322_220000_H","2021-03-22","22:00:00","22","3","2021","1","0","hors_pointe"
"19488","20210322_230000_H","2021-03-22","23:00:00","22","3","2021","1","0","hors_pointe"
"19489","20210323_00_H","2021-03-23","00:00:00","23","3","2021","2","0","hors_pointe"
"19490","20210323_10000_H","2021-03-23","01:00:00","23","3","2021","2","0","hors_pointe"
"19491","20210323_20000_H","2021-03-23","02:00:00","23","3","2021","2","0","hors_pointe"
"19492","20210323_30000_H","2021-03-23","03:00:00","23","3","2021","2","0","hors_pointe"
"19493","20210323_40000_H","2021-03-23","04:00:00","23","3","2021","2","0","hors_pointe"
"19494","20210323_50000_H","2021-03-23","05:00:00","23","3","2021","2","0","hors_pointe"
"19495","20210323_60000_H","2021-03-23","06:00:00","23","3","2021","2","0","hors_pointe"
"19496","20210323_70000_P","2021-03-23","07:00:00","23","3","2021","2","0","pointe"
"19497","20210323_80000_P","2021-03-23","08:00:00","23","3","2021","2","0","pointe"
"19498","20210323_90000_P","2021-03-23","09:00:00","23","3","2021","2","0","pointe"
"19499","20210323_100000_H","2021-03-23","10:00:00","23","3","2021","2","0","hors_pointe"
"19500","20210323_110000_H","2021-03-23","11:00:00","23","3","2021","2","0","hors_pointe"
"19501","20210323_120000_H","2021-03-23","12:00:00","23","3","2021","2","0","hors_pointe"
"19502","20210323_130000_H","2021-03-23","13:00:00","23","3","2021","2","0","hors_pointe"
"19503","20210323_140000_H","2021-03-23","14:00:00","23","3","2021","2","0","hors_pointe"
"19504","20210323_150000_H","2021-03-23","15:00:00","23","3","2021","2","0","hors_pointe"
"19505","20210323_160000_H","2021-03-23","16:00:00","23","3","2021","2","0","hors_pointe"
"19506","20210323_170000_P","2021-03-23","17:00:00","23","3","2021","2","0","pointe"
"19507","20210323_180000_P","2021-03-23","18:00:00","23","3","2021","2","0","pointe"
"19508","20210323_190000_P","2021-03-23","19:00:00","23","3","2021","2","0","pointe"
"19509","20210323_200000_H","2021-03-23","20:00:00","23","3","2021","2","0","hors_pointe"
"19510","20210323_210000_H","2021-03-23","21:00:00","23","3","2021","2","0","hors_pointe"
"19511","20210323_220000_H","2021-03-23","22:00:00","23","3","2021","2","0","hors_pointe"
"19512","20210323_230000_H","2021-03-23","23:00:00","23","3","2021","2","0","hors_pointe"
"19513","20210324_00_H","2021-03-24","00:00:00","24","3","2021","3","0","hors_pointe"
"19514","20210324_10000_H","2021-03-24","01:00:00","24","3","2021","3","0","hors_pointe"
"19515","20210324_20000_H","2021-03-24","02:00:00","24","3","2021","3","0","hors_pointe"
"19516","20210324_30000_H","2021-03-24","03:00:00","24","3","2021","3","0","hors_pointe"
"19517","20210324_40000_H","2021-03-24","04:00:00","24","3","2021","3","0","hors_pointe"
"19518","20210324_50000_H","2021-03-24","05:00:00","24","3","2021","3","0","hors_pointe"
"19519","20210324_60000_H","2021-03-24","06:00:00","24","3","2021","3","0","hors_pointe"
"19520","20210324_70000_P","2021-03-24","07:00:00","24","3","2021","3","0","pointe"
"19521","20210324_80000_P","2021-03-24","08:00:00","24","3","2021","3","0","pointe"
"19522","20210324_90000_P","2021-03-24","09:00:00","24","3","2021","3","0","pointe"
"19523","20210324_100000_H","2021-03-24","10:00:00","24","3","2021","3","0","hors_pointe"
"19524","20210324_110000_H","2021-03-24","11:00:00","24","3","2021","3","0","hors_pointe"
"19525","20210324_120000_H","2021-03-24","12:00:00","24","3","2021","3","0","hors_pointe"
"19526","20210324_130000_H","2021-03-24","13:00:00","24","3","2021","3","0","hors_pointe"
"19527","20210324_140000_H","2021-03-24","14:00:00","24","3","2021","3","0","hors_pointe"
"19528","20210324_150000_H","2021-03-24","15:00:00","24","3","2021","3","0","hors_pointe"
"19529","20210324_160000_H","2021-03-24","16:00:00","24","3","2021","3","0","hors_pointe"
"19530","20210324_170000_P","2021-03-24","17:00:00","24","3","2021","3","0","pointe"
"19531","20210324_180000_P","2021-03-24","18:00:00","24","3","2021","3","0","pointe"
"19532","20210324_190000_P","2021-03-24","19:00:00","24","3","2021","3","0","pointe"
"19533","20210324_200000_H","2021-03-24","20:00:00","24","3","2021","3","0","hors_pointe"
"19534","20210324_210000_H","2021-03-24","21:00:00","24","3","2021","3","0","hors_pointe"
"19535","20210324_220000_H","2021-03-24","22:00:00","24","3","2021","3","0","hors_pointe"
"19536","20210324_230000_H","2021-03-24","23:00:00","24","3","2021","3","0","hors_pointe"
"19537","20210325_00_H","2021-03-25","00:00:00","25","3","2021","4","0","hors_pointe"
"19538","20210325_10000_H","2021-03-25","01:00:00","25","3","2021","4","0","hors_pointe"
"19539","20210325_20000_H","2021-03-25","02:00:00","25","3","2021","4","0","hors_pointe"
"19540","20210325_30000_H","2021-03-25","03:00:00","25","3","2021","4","0","hors_pointe"
"19541","20210325_40000_H","2021-03-25","04:00:00","25","3","2021","4","0","hors_pointe"
"19542","20210325_50000_H","2021-03-25","05:00:00","25","3","2021","4","0","hors_pointe"
"19543","20210325_60000_H","2021-03-25","06:00:00","25","3","2021","4","0","hors_pointe"
"19544","20210325_70000_P","2021-03-25","07:00:00","25","3","2021","4","0","pointe"
"19545","20210325_80000_P","2021-03-25","08:00:00","25","3","2021","4","0","pointe"
"19546","20210325_90000_P","2021-03-25","09:00:00","25","3","2021","4","0","pointe"
"19547","20210325_100000_H","2021-03-25","10:00:00","25","3","2021","4","0","hors_pointe"
"19548","20210325_110000_H","2021-03-25","11:00:00","25","3","2021","4","0","hors_pointe"
"19549","20210325_120000_H","2021-03-25","12:00:00","25","3","2021","4","0","hors_pointe"
"19550","20210325_130000_H","2021-03-25","13:00:00","25","3","2021","4","0","hors_pointe"
"19551","20210325_140000_H","2021-03-25","14:00:00","25","3","2021","4","0","hors_pointe"
"19552","20210325_150000_H","2021-03-25","15:00:00","25","3","2021","4","0","hors_pointe"
"19553","20210325_160000_H","2021-03-25","16:00:00","25","3","2021","4","0","hors_pointe"
"19554","20210325_170000_P","2021-03-25","17:00:00","25","3","2021","4","0","pointe"
"19555","20210325_180000_P","2021-03-25","18:00:00","25","3","2021","4","0","pointe"
"19556","20210325_190000_P","2021-03-25","19:00:00","25","3","2021","4","0","pointe"
"19557","20210325_200000_H","2021-03-25","20:00:00","25","3","2021","4","0","hors_pointe"
"19558","20210325_210000_H","2021-03-25","21:00:00","25","3","2021","4","0","hors_pointe"
"19559","20210325_220000_H","2021-03-25","22:00:00","25","3","2021","4","0","hors_pointe"
"19560","20210325_230000_H","2021-03-25","23:00:00","25","3","2021","4","0","hors_pointe"
"19561","20210326_00_H","2021-03-26","00:00:00","26","3","2021","5","0","hors_pointe"
"19562","20210326_10000_H","2021-03-26","01:00:00","26","3","2021","5","0","hors_pointe"
"19563","20210326_20000_H","2021-03-26","02:00:00","26","3","2021","5","0","hors_pointe"
"19564","20210326_30000_H","2021-03-26","03:00:00","26","3","2021","5","0","hors_pointe"
"19565","20210326_40000_H","2021-03-26","04:00:00","26","3","2021","5","0","hors_pointe"
"19566","20210326_50000_H","2021-03-26","05:00:00","26","3","2021","5","0","hors_pointe"
"19567","20210326_60000_H","2021-03-26","06:00:00","26","3","2021","5","0","hors_pointe"
"19568","20210326_70000_P","2021-03-26","07:00:00","26","3","2021","5","0","pointe"
"19569","20210326_80000_P","2021-03-26","08:00:00","26","3","2021","5","0","pointe"
"19570","20210326_90000_P","2021-03-26","09:00:00","26","3","2021","5","0","pointe"
"19571","20210326_100000_H","2021-03-26","10:00:00","26","3","2021","5","0","hors_pointe"
"19572","20210326_110000_H","2021-03-26","11:00:00","26","3","2021","5","0","hors_pointe"
"19573","20210326_120000_H","2021-03-26","12:00:00","26","3","2021","5","0","hors_pointe"
"19574","20210326_130000_H","2021-03-26","13:00:00","26","3","2021","5","0","hors_pointe"
"19575","20210326_140000_H","2021-03-26","14:00:00","26","3","2021","5","0","hors_pointe"
"19576","20210326_150000_H","2021-03-26","15:00:00","26","3","2021","5","0","hors_pointe"
"19577","20210326_160000_H","2021-03-26","16:00:00","26","3","2021","5","0","hors_pointe"
"19578","20210326_170000_P","2021-03-26","17:00:00","26","3","2021","5","0","pointe"
"19579","20210326_180000_P","2021-03-26","18:00:00","26","3","2021","5","0","pointe"
"19580","20210326_190000_P","2021-03-26","19:00:00","26","3","2021","5","0","pointe"
"19581","20210326_200000_H","2021-03-26","20:00:00","26","3","2021","5","0","hors_pointe"
"19582","20210326_210000_H","2021-03-26","21:00:00","26","3","2021","5","0","hors_pointe"
"19583","20210326_220000_H","2021-03-26","22:00:00","26","3","2021","5","0","hors_pointe"
"19584","20210326_230000_H","2021-03-26","23:00:00","26","3","2021","5","0","hors_pointe"
"19585","20210327_00_H","2021-03-27","00:00:00","27","3","2021","6","1","hors_pointe"
"19586","20210327_10000_H","2021-03-27","01:00:00","27","3","2021","6","1","hors_pointe"
"19587","20210327_20000_H","2021-03-27","02:00:00","27","3","2021","6","1","hors_pointe"
"19588","20210327_30000_H","2021-03-27","03:00:00","27","3","2021","6","1","hors_pointe"
"19589","20210327_40000_H","2021-03-27","04:00:00","27","3","2021","6","1","hors_pointe"
"19590","20210327_50000_H","2021-03-27","05:00:00","27","3","2021","6","1","hors_pointe"
"19591","20210327_60000_H","2021-03-27","06:00:00","27","3","2021","6","1","hors_pointe"
"19592","20210327_70000_P","2021-03-27","07:00:00","27","3","2021","6","1","pointe"
"19593","20210327_80000_P","2021-03-27","08:00:00","27","3","2021","6","1","pointe"
"19594","20210327_90000_P","2021-03-27","09:00:00","27","3","2021","6","1","pointe"
"19595","20210327_100000_H","2021-03-27","10:00:00","27","3","2021","6","1","hors_pointe"
"19596","20210327_110000_H","2021-03-27","11:00:00","27","3","2021","6","1","hors_pointe"
"19597","20210327_120000_H","2021-03-27","12:00:00","27","3","2021","6","1","hors_pointe"
"19598","20210327_130000_H","2021-03-27","13:00:00","27","3","2021","6","1","hors_pointe"
"19599","20210327_140000_H","2021-03-27","14:00:00","27","3","2021","6","1","hors_pointe"
"19600","20210327_150000_H","2021-03-27","15:00:00","27","3","2021","6","1","hors_pointe"
"19601","20210327_160000_H","2021-03-27","16:00:00","27","3","2021","6","1","hors_pointe"
"19602","20210327_170000_P","2021-03-27","17:00:00","27","3","2021","6","1","pointe"
"19603","20210327_180000_P","2021-03-27","18:00:00","27","3","2021","6","1","pointe"
"19604","20210327_190000_P","2021-03-27","19:00:00","27","3","2021","6","1","pointe"
"19605","20210327_200000_H","2021-03-27","20:00:00","27","3","2021","6","1","hors_pointe"
"19606","20210327_210000_H","2021-03-27","21:00:00","27","3","2021","6","1","hors_pointe"
"19607","20210327_220000_H","2021-03-27","22:00:00","27","3","2021","6","1","hors_pointe"
"19608","20210327_230000_H","2021-03-27","23:00:00","27","3","2021","6","1","hors_pointe"
"19609","20210328_00_H","2021-03-28","00:00:00","28","3","2021","7","1","hors_pointe"
"19610","20210328_10000_H","2021-03-28","01:00:00","28","3","2021","7","1","hors_pointe"
"19611","20210328_20000_H","2021-03-28","02:00:00","28","3","2021","7","1","hors_pointe"
"19612","20210328_30000_H","2021-03-28","03:00:00","28","3","2021","7","1","hors_pointe"
"19613","20210328_40000_H","2021-03-28","04:00:00","28","3","2021","7","1","hors_pointe"
"19614","20210328_50000_H","2021-03-28","05:00:00","28","3","2021","7","1","hors_pointe"
"19615","20210328_60000_H","2021-03-28","06:00:00","28","3","2021","7","1","hors_pointe"
"19616","20210328_70000_P","2021-03-28","07:00:00","28","3","2021","7","1","pointe"
"19617","20210328_80000_P","2021-03-28","08:00:00","28","3","2021","7","1","pointe"
"19618","20210328_90000_P","2021-03-28","09:00:00","28","3","2021","7","1","pointe"
"19619","20210328_100000_H","2021-03-28","10:00:00","28","3","2021","7","1","hors_pointe"
"19620","20210328_110000_H","2021-03-28","11:00:00","28","3","2021","7","1","hors_pointe"
"19621","20210328_120000_H","2021-03-28","12:00:00","28","3","2021","7","1","hors_pointe"
"19622","20210328_130000_H","2021-03-28","13:00:00","28","3","2021","7","1","hors_pointe"
"19623","20210328_140000_H","2021-03-28","14:00:00","28","3","2021","7","1","hors_pointe"
"19624","20210328_150000_H","2021-03-28","15:00:00","28","3","2021","7","1","hors_pointe"
"19625","20210328_160000_H","2021-03-28","16:00:00","28","3","2021","7","1","hors_pointe"
"19626","20210328_170000_P","2021-03-28","17:00:00","28","3","2021","7","1","pointe"
"19627","20210328_180000_P","2021-03-28","18:00:00","28","3","2021","7","1","pointe"
"19628","20210328_190000_P","2021-03-28","19:00:00","28","3","2021","7","1","pointe"
"19629","20210328_200000_H","2021-03-28","20:00:00","28","3","2021","7","1","hors_pointe"
"19630","20210328_210000_H","2021-03-28","21:00:00","28","3","2021","7","1","hors_pointe"
"19631","20210328_220000_H","2021-03-28","22:00:00","28","3","2021","7","1","hors_pointe"
"19632","20210328_230000_H","2021-03-28","23:00:00","28","3","2021","7","1","hors_pointe"
"19633","20210329_00_H","2021-03-29","00:00:00","29","3","2021","1","0","hors_pointe"
"19634","20210329_10000_H","2021-03-29","01:00:00","29","3","2021","1","0","hors_pointe"
"19635","20210329_20000_H","2021-03-29","02:00:00","29","3","2021","1","0","hors_pointe"
"19636","20210329_30000_H","2021-03-29","03:00:00","29","3","2021","1","0","hors_pointe"
"19637","20210329_40000_H","2021-03-29","04:00:00","29","3","2021","1","0","hors_pointe"
"19638","20210329_50000_H","2021-03-29","05:00:00","29","3","2021","1","0","hors_pointe"
"19639","20210329_60000_H","2021-03-29","06:00:00","29","3","2021","1","0","hors_pointe"
"19640","20210329_70000_P","2021-03-29","07:00:00","29","3","2021","1","0","pointe"
"19641","20210329_80000_P","2021-03-29","08:00:00","29","3","2021","1","0","pointe"
"19642","20210329_90000_P","2021-03-29","09:00:00","29","3","2021","1","0","pointe"
"19643","20210329_100000_H","2021-03-29","10:00:00","29","3","2021","1","0","hors_pointe"
"19644","20210329_110000_H","2021-03-29","11:00:00","29","3","2021","1","0","hors_pointe"
"19645","20210329_120000_H","2021-03-29","12:00:00","29","3","2021","1","0","hors_pointe"
"19646","20210329_130000_H","2021-03-29","13:00:00","29","3","2021","1","0","hors_pointe"
"19647","20210329_140000_H","2021-03-29","14:00:00","29","3","2021","1","0","hors_pointe"
"19648","20210329_150000_H","2021-03-29","15:00:00","29","3","2021","1","0","hors_pointe"
"19649","20210329_160000_H","2021-03-29","16:00:00","29","3","2021","1","0","hors_pointe"
"19650","20210329_170000_P","2021-03-29","17:00:00","29","3","2021","1","0","pointe"
"19651","20210329_180000_P","2021-03-29","18:00:00","29","3","2021","1","0","pointe"
"19652","20210329_190000_P","2021-03-29","19:00:00","29","3","2021","1","0","pointe"
"19653","20210329_200000_H","2021-03-29","20:00:00","29","3","2021","1","0","hors_pointe"
"19654","20210329_210000_H","2021-03-29","21:00:00","29","3","2021","1","0","hors_pointe"
"19655","20210329_220000_H","2021-03-29","22:00:00","29","3","2021","1","0","hors_pointe"
"19656","20210329_230000_H","2021-03-29","23:00:00","29","3","2021","1","0","hors_pointe"
"19657","20210330_00_H","2021-03-30","00:00:00","30","3","2021","2","0","hors_pointe"
"19658","20210330_10000_H","2021-03-30","01:00:00","30","3","2021","2","0","hors_pointe"
"19659","20210330_20000_H","2021-03-30","02:00:00","30","3","2021","2","0","hors_pointe"
"19660","20210330_30000_H","2021-03-30","03:00:00","30","3","2021","2","0","hors_pointe"
"19661","20210330_40000_H","2021-03-30","04:00:00","30","3","2021","2","0","hors_pointe"
"19662","20210330_50000_H","2021-03-30","05:00:00","30","3","2021","2","0","hors_pointe"
"19663","20210330_60000_H","2021-03-30","06:00:00","30","3","2021","2","0","hors_pointe"
"19664","20210330_70000_P","2021-03-30","07:00:00","30","3","2021","2","0","pointe"
"19665","20210330_80000_P","2021-03-30","08:00:00","30","3","2021","2","0","pointe"
"19666","20210330_90000_P","2021-03-30","09:00:00","30","3","2021","2","0","pointe"
"19667","20210330_100000_H","2021-03-30","10:00:00","30","3","2021","2","0","hors_pointe"
"19668","20210330_110000_H","2021-03-30","11:00:00","30","3","2021","2","0","hors_pointe"
"19669","20210330_120000_H","2021-03-30","12:00:00","30","3","2021","2","0","hors_pointe"
"19670","20210330_130000_H","2021-03-30","13:00:00","30","3","2021","2","0","hors_pointe"
"19671","20210330_140000_H","2021-03-30","14:00:00","30","3","2021","2","0","hors_pointe"
"19672","20210330_150000_H","2021-03-30","15:00:00","30","3","2021","2","0","hors_pointe"
"19673","20210330_160000_H","2021-03-30","16:00:00","30","3","2021","2","0","hors_pointe"
"19674","20210330_170000_P","2021-03-30","17:00:00","30","3","2021","2","0","pointe"
"19675","20210330_180000_P","2021-03-30","18:00:00","30","3","2021","2","0","pointe"
"19676","20210330_190000_P","2021-03-30","19:00:00","30","3","2021","2","0","pointe"
"19677","20210330_200000_H","2021-03-30","20:00:00","30","3","2021","2","0","hors_pointe"
"19678","20210330_210000_H","2021-03-30","21:00:00","30","3","2021","2","0","hors_pointe"
"19679","20210330_220000_H","2021-03-30","22:00:00","30","3","2021","2","0","hors_pointe"
"19680","20210330_230000_H","2021-03-30","23:00:00","30","3","2021","2","0","hors_pointe"
"19681","20210331_00_H","2021-03-31","00:00:00","31","3","2021","3","0","hors_pointe"
"19682","20210331_10000_H","2021-03-31","01:00:00","31","3","2021","3","0","hors_pointe"
"19683","20210331_20000_H","2021-03-31","02:00:00","31","3","2021","3","0","hors_pointe"
"19684","20210331_30000_H","2021-03-31","03:00:00","31","3","2021","3","0","hors_pointe"
"19685","20210331_40000_H","2021-03-31","04:00:00","31","3","2021","3","0","hors_pointe"
"19686","20210331_50000_H","2021-03-31","05:00:00","31","3","2021","3","0","hors_pointe"
"19687","20210331_60000_H","2021-03-31","06:00:00","31","3","2021","3","0","hors_pointe"
"19688","20210331_70000_P","2021-03-31","07:00:00","31","3","2021","3","0","pointe"
"19689","20210331_80000_P","2021-03-31","08:00:00","31","3","2021","3","0","pointe"
"19690","20210331_90000_P","2021-03-31","09:00:00","31","3","2021","3","0","pointe"
"19691","20210331_100000_H","2021-03-31","10:00:00","31","3","2021","3","0","hors_pointe"
"19692","20210331_110000_H","2021-03-31","11:00:00","31","3","2021","3","0","hors_pointe"
"19693","20210331_120000_H","2021-03-31","12:00:00","31","3","2021","3","0","hors_pointe"
"19694","20210331_130000_H","2021-03-31","13:00:00","31","3","2021","3","0","hors_pointe"
"19695","20210331_140000_H","2021-03-31","14:00:00","31","3","2021","3","0","hors_pointe"
"19696","20210331_150000_H","2021-03-31","15:00:00","31","3","2021","3","0","hors_pointe"
"19697","20210331_160000_H","2021-03-31","16:00:00","31","3","2021","3","0","hors_pointe"
"19698","20210331_170000_P","2021-03-31","17:00:00","31","3","2021","3","0","pointe"
"19699","20210331_180000_P","2021-03-31","18:00:00","31","3","2021","3","0","pointe"
"19700","20210331_190000_P","2021-03-31","19:00:00","31","3","2021","3","0","pointe"
"19701","20210331_200000_H","2021-03-31","20:00:00","31","3","2021","3","0","hors_pointe"
"19702","20210331_210000_H","2021-03-31","21:00:00","31","3","2021","3","0","hors_pointe"
"19703","20210331_220000_H","2021-03-31","22:00:00","31","3","2021","3","0","hors_pointe"
"19704","20210331_230000_H","2021-03-31","23:00:00","31","3","2021","3","0","hors_pointe"
"19705","20210401_00_H","2021-04-01","00:00:00","1","4","2021","4","0","hors_pointe"
"19706","20210401_10000_H","2021-04-01","01:00:00","1","4","2021","4","0","hors_pointe"
"19707","20210401_20000_H","2021-04-01","02:00:00","1","4","2021","4","0","hors_pointe"
"19708","20210401_30000_H","2021-04-01","03:00:00","1","4","2021","4","0","hors_pointe"
"19709","20210401_40000_H","2021-04-01","04:00:00","1","4","2021","4","0","hors_pointe"
"19710","20210401_50000_H","2021-04-01","05:00:00","1","4","2021","4","0","hors_pointe"
"19711","20210401_60000_H","2021-04-01","06:00:00","1","4","2021","4","0","hors_pointe"
"19712","20210401_70000_P","2021-04-01","07:00:00","1","4","2021","4","0","pointe"
"19713","20210401_80000_P","2021-04-01","08:00:00","1","4","2021","4","0","pointe"
"19714","20210401_90000_P","2021-04-01","09:00:00","1","4","2021","4","0","pointe"
"19715","20210401_100000_H","2021-04-01","10:00:00","1","4","2021","4","0","hors_pointe"
"19716","20210401_110000_H","2021-04-01","11:00:00","1","4","2021","4","0","hors_pointe"
"19717","20210401_120000_H","2021-04-01","12:00:00","1","4","2021","4","0","hors_pointe"
"19718","20210401_130000_H","2021-04-01","13:00:00","1","4","2021","4","0","hors_pointe"
"19719","20210401_140000_H","2021-04-01","14:00:00","1","4","2021","4","0","hors_pointe"
"19720","20210401_150000_H","2021-04-01","15:00:00","1","4","2021","4","0","hors_pointe"
"19721","20210401_160000_H","2021-04-01","16:00:00","1","4","2021","4","0","hors_pointe"
"19722","20210401_170000_P","2021-04-01","17:00:00","1","4","2021","4","0","pointe"
"19723","20210401_180000_P","2021-04-01","18:00:00","1","4","2021","4","0","pointe"
"19724","20210401_190000_P","2021-04-01","19:00:00","1","4","2021","4","0","pointe"
"19725","20210401_200000_H","2021-04-01","20:00:00","1","4","2021","4","0","hors_pointe"
"19726","20210401_210000_H","2021-04-01","21:00:00","1","4","2021","4","0","hors_pointe"
"19727","20210401_220000_H","2021-04-01","22:00:00","1","4","2021","4","0","hors_pointe"
"19728","20210401_230000_H","2021-04-01","23:00:00","1","4","2021","4","0","hors_pointe"
"19729","20210402_00_H","2021-04-02","00:00:00","2","4","2021","5","0","hors_pointe"
"19730","20210402_10000_H","2021-04-02","01:00:00","2","4","2021","5","0","hors_pointe"
"19731","20210402_20000_H","2021-04-02","02:00:00","2","4","2021","5","0","hors_pointe"
"19732","20210402_30000_H","2021-04-02","03:00:00","2","4","2021","5","0","hors_pointe"
"19733","20210402_40000_H","2021-04-02","04:00:00","2","4","2021","5","0","hors_pointe"
"19734","20210402_50000_H","2021-04-02","05:00:00","2","4","2021","5","0","hors_pointe"
"19735","20210402_60000_H","2021-04-02","06:00:00","2","4","2021","5","0","hors_pointe"
"19736","20210402_70000_P","2021-04-02","07:00:00","2","4","2021","5","0","pointe"
