time_sk,zone_sk,line_sk,hour,annule,annule_pred,annule_proba,risk_label,generated_at
18800,9,11,7,0,0,0.084,Low,2026-04-04 09:56:33 UTC
16202,5,11,1,0,0,0.0231,Low,2026-04-04 09:56:33 UTC
9667,6,5,18,0,0,0.0391,Low,2026-04-04 09:56:33 UTC
13288,4,12,15,0,0,0.1271,Low,2026-04-04 09:56:33 UTC
29047,6,10,6,0,0,0.0538,Low,2026-04-04 09:56:33 UTC
10238,3,2,13,0,0,0.0261,Low,2026-04-04 09:56:33 UTC
31419,3,3,2,0,0,0.0104,Low,2026-04-04 09:56:33 UTC
33946,1,3,9,0,0,0.007,Low,2026-04-04 09:56:33 UTC
19381,5,1,12,0,0,0.0108,Low,2026-04-04 09:56:33 UTC
17087,5,4,22,0,0,0.0079,Low,2026-04-04 09:56:33 UTC
17087,8,4,22,0,0,0.0201,Low,2026-04-04 09:56:33 UTC
14494,9,15,21,0,0,0.0035,Low,2026-04-04 09:56:33 UTC
27852,5,9,11,0,0,0.2364,Medium,2026-04-04 09:56:33 UTC
30196,7,5,3,0,0,0.0004,Low,2026-04-04 09:56:33 UTC
12787,3,10,18,0,0,0.021,Low,2026-04-04 09:56:33 UTC
26691,2,1,2,0,0,0.001,Low,2026-04-04 09:56:33 UTC
18707,10,7,10,0,0,0.0103,Low,2026-04-04 09:56:33 UTC
12030,4,15,5,0,0,0.004,Low,2026-04-04 09:56:33 UTC
20508,7,15,11,0,0,0.0297,Low,2026-04-04 09:56:33 UTC
17550,9,5,5,0,0,0.0118,Low,2026-04-04 09:56:33 UTC
25853,1,11,4,0,0,0.01,Low,2026-04-04 09:56:33 UTC
33934,2,14,21,0,0,0.0301,Low,2026-04-04 09:56:33 UTC
25020,9,9,11,0,0,0.0523,Low,2026-04-04 09:56:33 UTC
13316,10,5,19,0,0,0.0193,Low,2026-04-04 09:56:33 UTC
29359,6,2,6,0,0,0.0685,Low,2026-04-04 09:56:33 UTC
24658,7,5,9,0,0,0.0352,Low,2026-04-04 09:56:33 UTC
18158,3,7,13,0,0,0.076,Low,2026-04-04 09:56:33 UTC
9035,3,7,10,0,0,0.0229,Low,2026-04-04 09:56:33 UTC
11464,2,1,15,0,0,0.0029,Low,2026-04-04 09:56:33 UTC
31954,2,3,9,0,0,0.0704,Low,2026-04-04 09:56:33 UTC
8591,2,2,22,0,0,0.0036,Low,2026-04-04 09:56:33 UTC
34694,2,2,13,0,0,0.0277,Low,2026-04-04 09:56:33 UTC
14946,4,2,17,0,0,0.0076,Low,2026-04-04 09:56:33 UTC
34690,8,4,9,0,0,0.1759,Low,2026-04-04 09:56:33 UTC
28383,4,7,14,0,0,0.2783,Medium,2026-04-04 09:56:33 UTC
17395,4,15,18,0,1,0.5769,High,2026-04-04 09:56:33 UTC
6909,9,5,20,0,0,0.0499,Low,2026-04-04 09:56:33 UTC
21114,10,14,17,0,0,0.0019,Low,2026-04-04 09:56:33 UTC
5751,7,8,14,0,1,0.5139,High,2026-04-04 09:56:33 UTC
12134,9,12,13,0,0,0.0042,Low,2026-04-04 09:56:33 UTC
19095,5,5,14,0,0,0.0175,Low,2026-04-04 09:56:33 UTC
29865,9,14,8,0,0,0.1352,Low,2026-04-04 09:56:33 UTC
21829,1,12,12,0,0,0.0447,Low,2026-04-04 09:56:33 UTC
9498,9,8,17,0,0,0.0233,Low,2026-04-04 09:56:33 UTC
5757,3,14,20,0,0,0.0112,Low,2026-04-04 09:56:33 UTC
26844,1,12,11,0,0,0.0098,Low,2026-04-04 09:56:33 UTC
18238,10,12,21,0,0,0.0272,Low,2026-04-04 09:56:33 UTC
529,5,14,0,0,0,0.0024,Low,2026-04-04 09:56:33 UTC
2292,5,3,11,0,0,0.0565,Low,2026-04-04 09:56:33 UTC
15031,3,4,6,0,0,0.1275,Low,2026-04-04 09:56:33 UTC
24505,3,14,0,0,0,0.0417,Low,2026-04-04 09:56:33 UTC
19158,2,5,5,0,0,0.0187,Low,2026-04-04 09:56:33 UTC
17946,5,11,17,0,0,0.0243,Low,2026-04-04 09:56:33 UTC
14921,3,10,16,0,0,0.0397,Low,2026-04-04 09:56:33 UTC
6924,2,12,11,0,0,0.2395,Medium,2026-04-04 09:56:33 UTC
29057,1,12,16,0,0,0.0681,Low,2026-04-04 09:56:33 UTC
16482,3,2,17,0,0,0.0003,Low,2026-04-04 09:56:33 UTC
31056,3,8,23,0,0,0.0081,Low,2026-04-04 09:56:33 UTC
33130,7,10,9,0,0,0.01,Low,2026-04-04 09:56:33 UTC
1370,4,2,1,0,0,0.002,Low,2026-04-04 09:56:33 UTC
30137,6,1,16,0,0,0.0073,Low,2026-04-04 09:56:33 UTC
25423,6,11,6,0,0,0.0017,Low,2026-04-04 09:56:33 UTC
24271,7,9,6,0,0,0.0194,Low,2026-04-04 09:56:33 UTC
2126,3,2,13,0,0,0.3051,Medium,2026-04-04 09:56:33 UTC
17329,2,15,0,0,0,0.0018,Low,2026-04-04 09:56:33 UTC
34591,1,9,6,0,0,0.0839,Low,2026-04-04 09:56:33 UTC
9721,4,5,0,0,0,0.0841,Low,2026-04-04 09:56:33 UTC
12120,2,10,23,0,0,0.0118,Low,2026-04-04 09:56:33 UTC
11314,7,8,9,0,0,0.0021,Low,2026-04-04 09:56:33 UTC
34885,3,5,12,0,0,0.1484,Low,2026-04-04 09:56:33 UTC
10096,7,12,15,0,0,0.069,Low,2026-04-04 09:56:33 UTC
13736,4,4,7,0,0,0.022,Low,2026-04-04 09:56:33 UTC
5757,3,12,20,0,0,0.0176,Low,2026-04-04 09:56:33 UTC
28641,8,7,8,0,0,0.0081,Low,2026-04-04 09:56:33 UTC
9569,1,11,16,0,0,0.0235,Low,2026-04-04 09:56:33 UTC
770,1,3,1,0,0,0.0009,Low,2026-04-04 09:56:33 UTC
31618,10,2,9,0,0,0.0708,Low,2026-04-04 09:56:33 UTC
22061,9,15,4,0,0,0.2199,Medium,2026-04-04 09:56:33 UTC
28742,1,12,13,0,0,0.1355,Low,2026-04-04 09:56:33 UTC
18970,3,4,9,0,1,0.6259,High,2026-04-04 09:56:33 UTC
23922,6,12,17,0,0,0.1209,Low,2026-04-04 09:56:33 UTC
31528,1,12,15,0,0,0.0901,Low,2026-04-04 09:56:33 UTC
25145,6,5,16,0,0,0.0861,Low,2026-04-04 09:56:33 UTC
9452,1,2,19,0,0,0.0161,Low,2026-04-04 09:56:33 UTC
6390,2,12,5,0,0,0.1857,Low,2026-04-04 09:56:33 UTC
19894,3,1,21,0,0,0.0063,Low,2026-04-04 09:56:33 UTC
15409,10,7,0,0,0,0.0689,Low,2026-04-04 09:56:33 UTC
19593,1,1,8,0,0,0.0006,Low,2026-04-04 09:56:33 UTC
11499,5,5,2,0,0,0.0017,Low,2026-04-04 09:56:33 UTC
12224,5,2,7,0,0,0.0447,Low,2026-04-04 09:56:33 UTC
12224,8,2,7,0,0,0.0229,Low,2026-04-04 09:56:33 UTC
11114,7,1,1,0,0,0.0007,Low,2026-04-04 09:56:33 UTC
20866,6,3,9,0,0,0.1035,Low,2026-04-04 09:56:33 UTC
20199,10,5,14,0,0,0.0016,Low,2026-04-04 09:56:33 UTC
7034,9,14,1,0,0,0.3333,Medium,2026-04-04 09:56:33 UTC
19691,7,12,10,0,0,0.0042,Low,2026-04-04 09:56:33 UTC
21114,10,4,17,0,0,0.0205,Low,2026-04-04 09:56:33 UTC
11238,3,8,5,0,0,0.2108,Medium,2026-04-04 09:56:33 UTC
27993,3,14,8,0,0,0.0554,Low,2026-04-04 09:56:33 UTC
12486,2,10,5,0,0,0.0076,Low,2026-04-04 09:56:33 UTC
27520,7,15,15,0,0,0.0161,Low,2026-04-04 09:56:33 UTC
9356,4,10,19,0,0,0.0273,Low,2026-04-04 09:56:33 UTC
33422,7,9,13,0,0,0.0204,Low,2026-04-04 09:56:33 UTC
18970,3,5,9,1,1,0.9168,High,2026-04-04 09:56:33 UTC
12631,4,14,6,0,0,0.0741,Low,2026-04-04 09:56:33 UTC
3032,8,1,7,0,0,0.0049,Low,2026-04-04 09:56:33 UTC
20569,1,5,0,0,0,0.0028,Low,2026-04-04 09:56:33 UTC
35014,2,14,21,0,0,0.1567,Low,2026-04-04 09:56:33 UTC
25655,4,10,22,0,0,0.036,Low,2026-04-04 09:56:33 UTC
11146,5,5,9,0,0,0.1644,Low,2026-04-04 09:56:33 UTC
11146,6,5,9,0,0,0.1298,Low,2026-04-04 09:56:33 UTC
21829,1,13,12,0,0,0.424,Medium,2026-04-04 09:56:33 UTC
25602,7,5,17,0,0,0.0274,Low,2026-04-04 09:56:33 UTC
20294,7,1,13,0,0,0.0005,Low,2026-04-04 09:56:33 UTC
28364,5,1,19,0,0,0.0024,Low,2026-04-04 09:56:33 UTC
14438,2,3,13,0,0,0.0107,Low,2026-04-04 09:56:33 UTC
27213,4,8,20,0,0,0.0201,Low,2026-04-04 09:56:33 UTC
1962,4,8,17,0,0,0.0053,Low,2026-04-04 09:56:33 UTC
15789,1,2,20,0,0,0.0086,Low,2026-04-04 09:56:33 UTC
15789,9,2,20,0,0,0.0047,Low,2026-04-04 09:56:33 UTC
5508,6,12,11,0,0,0.0223,Low,2026-04-04 09:56:33 UTC
23611,9,7,18,0,0,0.0306,Low,2026-04-04 09:56:33 UTC
28935,3,8,14,0,0,0.061,Low,2026-04-04 09:56:33 UTC
486,6,5,5,0,0,0.0314,Low,2026-04-04 09:56:33 UTC
12013,2,13,12,0,0,0.0212,Low,2026-04-04 09:56:33 UTC
32467,5,9,18,0,0,0.0257,Low,2026-04-04 09:56:33 UTC
17056,3,1,15,0,0,0.0014,Low,2026-04-04 09:56:33 UTC
17056,10,1,15,0,0,1e-04,Low,2026-04-04 09:56:33 UTC
26949,1,3,20,0,0,0.0151,Low,2026-04-04 09:56:33 UTC
5949,8,13,20,0,0,0.3441,Medium,2026-04-04 09:56:33 UTC
6446,4,12,13,0,0,0.0397,Low,2026-04-04 09:56:33 UTC
33433,7,8,0,0,0,0.1161,Low,2026-04-04 09:56:33 UTC
56,3,13,7,0,0,0.017,Low,2026-04-04 09:56:33 UTC
32864,10,11,7,0,0,0.0345,Low,2026-04-04 09:56:33 UTC
26705,9,8,16,0,0,0.0025,Low,2026-04-04 09:56:33 UTC
32001,4,1,8,0,0,0.0073,Low,2026-04-04 09:56:33 UTC
27931,1,13,18,0,0,0.0923,Low,2026-04-04 09:56:33 UTC
20096,4,13,7,0,0,0.1552,Low,2026-04-04 09:56:33 UTC
20569,1,3,0,0,0,0.0561,Low,2026-04-04 09:56:33 UTC
20224,5,11,15,0,0,0.0599,Low,2026-04-04 09:56:33 UTC
31779,9,1,2,0,0,0.0213,Low,2026-04-04 09:56:33 UTC
5908,1,11,3,0,0,0.0246,Low,2026-04-04 09:56:33 UTC
1631,7,7,22,0,0,0.0133,Low,2026-04-04 09:56:33 UTC
13104,5,12,23,0,0,0.0276,Low,2026-04-04 09:56:33 UTC
34768,5,13,15,0,0,0.1395,Low,2026-04-04 09:56:33 UTC
34679,8,9,22,0,0,0.0131,Low,2026-04-04 09:56:33 UTC
13711,4,12,6,0,0,0.1644,Low,2026-04-04 09:56:33 UTC
6304,7,13,15,0,1,0.5152,High,2026-04-04 09:56:33 UTC
9383,4,3,22,0,0,0.0025,Low,2026-04-04 09:56:33 UTC
3032,8,4,7,0,0,0.1074,Low,2026-04-04 09:56:33 UTC
2919,6,5,14,0,0,0.0788,Low,2026-04-04 09:56:33 UTC
26171,6,15,10,0,0,0.0141,Low,2026-04-04 09:56:33 UTC
33469,7,4,12,0,0,0.2201,Medium,2026-04-04 09:56:33 UTC
27973,6,11,12,0,0,0.0406,Low,2026-04-04 09:56:33 UTC
26979,2,8,2,0,0,0.0162,Low,2026-04-04 09:56:33 UTC
24500,9,8,19,0,0,0.0223,Low,2026-04-04 09:56:33 UTC
13592,2,7,7,0,0,0.0894,Low,2026-04-04 09:56:33 UTC
25020,9,5,11,0,0,0.0085,Low,2026-04-04 09:56:33 UTC
20700,9,10,11,0,0,0.0177,Low,2026-04-04 09:56:33 UTC
3110,2,14,13,0,0,0.1849,Low,2026-04-04 09:56:33 UTC
24002,6,5,1,0,0,0.0135,Low,2026-04-04 09:56:33 UTC
25565,6,14,4,0,0,0.1094,Low,2026-04-04 09:56:33 UTC
25565,1,14,4,0,0,0.0263,Low,2026-04-04 09:56:33 UTC
4759,10,10,6,0,0,0.0175,Low,2026-04-04 09:56:33 UTC
20540,9,14,19,0,0,0.4555,Medium,2026-04-04 09:56:33 UTC
28012,6,13,3,1,0,0.0131,Low,2026-04-04 09:56:33 UTC
7034,9,14,1,0,0,0.4468,Medium,2026-04-04 09:56:33 UTC
18182,1,15,13,0,0,0.2616,Medium,2026-04-04 09:56:33 UTC
19488,4,9,23,0,0,0.0289,Low,2026-04-04 09:56:33 UTC
26911,6,14,6,0,0,0.0605,Low,2026-04-04 09:56:33 UTC
11146,5,5,9,0,0,0.1132,Low,2026-04-04 09:56:33 UTC
11146,6,5,9,0,0,0.1228,Low,2026-04-04 09:56:33 UTC
8710,6,14,21,0,0,0.0253,Low,2026-04-04 09:56:33 UTC
4352,5,14,7,0,0,0.0768,Low,2026-04-04 09:56:33 UTC
3298,6,15,9,0,0,0.0042,Low,2026-04-04 09:56:33 UTC
23552,6,4,7,0,0,0.0086,Low,2026-04-04 09:56:33 UTC
33835,5,1,18,0,0,0.0035,Low,2026-04-04 09:56:33 UTC
12114,1,11,17,0,0,0.0488,Low,2026-04-04 09:56:33 UTC
20224,5,15,15,0,0,0.0311,Low,2026-04-04 09:56:33 UTC
9777,8,13,8,0,0,0.1191,Low,2026-04-04 09:56:33 UTC
7209,2,3,8,0,0,0.0012,Low,2026-04-04 09:56:33 UTC
23753,5,5,16,0,0,0.0426,Low,2026-04-04 09:56:33 UTC
25436,4,3,19,0,0,0.0322,Low,2026-04-04 09:56:33 UTC
1766,10,5,13,0,0,0.0018,Low,2026-04-04 09:56:33 UTC
5293,9,15,12,0,0,0.1715,Low,2026-04-04 09:56:33 UTC
770,1,14,1,0,0,0.0202,Low,2026-04-04 09:56:33 UTC
10942,3,5,21,0,0,0.0212,Low,2026-04-04 09:56:33 UTC
8929,6,5,0,0,0,0.195,Low,2026-04-04 09:56:33 UTC
11477,10,13,4,0,0,0.0651,Low,2026-04-04 09:56:33 UTC
33708,10,4,11,0,0,0.0011,Low,2026-04-04 09:56:33 UTC
891,5,5,2,0,0,0.0092,Low,2026-04-04 09:56:33 UTC
17494,10,14,21,0,0,0.0099,Low,2026-04-04 09:56:33 UTC
2246,10,7,13,0,0,0.0089,Low,2026-04-04 09:56:33 UTC
28351,6,12,6,0,0,0.0784,Low,2026-04-04 09:56:33 UTC
6327,3,7,14,0,0,0.0258,Low,2026-04-04 09:56:33 UTC
6428,7,12,19,0,0,0.2006,Medium,2026-04-04 09:56:33 UTC
24360,5,8,23,0,0,0.1627,Low,2026-04-04 09:56:33 UTC
5990,8,2,13,0,0,0.0094,Low,2026-04-04 09:56:33 UTC
3022,8,9,21,0,0,0.0023,Low,2026-04-04 09:56:33 UTC
8585,2,8,16,0,0,0.2281,Medium,2026-04-04 09:56:33 UTC
34068,8,11,11,0,0,0.1362,Low,2026-04-04 09:56:33 UTC
11264,8,7,7,0,0,0.012,Low,2026-04-04 09:56:33 UTC
6490,5,7,9,0,0,0.2959,Medium,2026-04-04 09:56:33 UTC
6490,6,7,9,0,0,0.1908,Low,2026-04-04 09:56:33 UTC
28173,8,11,20,0,0,0.0675,Low,2026-04-04 09:56:33 UTC
10096,7,5,15,0,0,0.0326,Low,2026-04-04 09:56:33 UTC
25514,8,12,1,0,0,0.003,Low,2026-04-04 09:56:33 UTC
16270,8,5,21,0,0,0.0038,Low,2026-04-04 09:56:33 UTC
11796,4,5,11,0,0,0.2144,Medium,2026-04-04 09:56:33 UTC
3298,6,1,9,0,0,0.0043,Low,2026-04-04 09:56:33 UTC
7374,8,4,5,0,0,0.1169,Low,2026-04-04 09:56:33 UTC
17612,5,11,19,0,0,0.0115,Low,2026-04-04 09:56:33 UTC
3057,1,14,8,0,0,0.0913,Low,2026-04-04 09:56:33 UTC
19014,6,5,5,0,0,0.0475,Low,2026-04-04 09:56:33 UTC
2726,2,5,13,0,0,0.0138,Low,2026-04-04 09:56:33 UTC
17328,8,14,23,0,0,0.0217,Low,2026-04-04 09:56:33 UTC
2829,8,11,20,0,0,0.0497,Low,2026-04-04 09:56:33 UTC
29022,2,5,5,0,0,0.0628,Low,2026-04-04 09:56:33 UTC
23793,7,3,8,0,0,0.0369,Low,2026-04-04 09:56:33 UTC
30577,4,8,0,0,0,0.0023,Low,2026-04-04 09:56:33 UTC
15540,2,5,11,0,0,0.0158,Low,2026-04-04 09:56:33 UTC
20615,1,13,22,0,0,0.0114,Low,2026-04-04 09:56:33 UTC
20615,6,13,22,0,0,0.0064,Low,2026-04-04 09:56:33 UTC
12506,6,2,1,0,0,0.2412,Medium,2026-04-04 09:56:33 UTC
6223,4,5,6,0,0,0.0929,Low,2026-04-04 09:56:33 UTC
29022,2,5,5,0,0,0.0099,Low,2026-04-04 09:56:33 UTC
6790,5,10,21,0,0,0.0306,Low,2026-04-04 09:56:33 UTC
22206,6,10,5,0,0,0.005,Low,2026-04-04 09:56:33 UTC
16076,3,7,19,0,0,0.1573,Low,2026-04-04 09:56:33 UTC
16859,8,2,10,0,0,0.002,Low,2026-04-04 09:56:33 UTC
29004,9,10,11,0,0,0.0263,Low,2026-04-04 09:56:33 UTC
1629,3,3,20,0,0,0.0005,Low,2026-04-04 09:56:33 UTC
17674,6,14,9,0,0,0.0118,Low,2026-04-04 09:56:33 UTC
20294,7,10,13,0,0,0.0018,Low,2026-04-04 09:56:33 UTC
19991,2,4,22,0,0,0.0808,Low,2026-04-04 09:56:33 UTC
34710,7,13,5,0,0,0.2403,Medium,2026-04-04 09:56:33 UTC
26935,2,7,6,0,0,0.3822,Medium,2026-04-04 09:56:33 UTC
1589,9,4,4,0,0,0.0215,Low,2026-04-04 09:56:33 UTC
30390,6,15,5,0,0,0.0066,Low,2026-04-04 09:56:33 UTC
14569,1,1,0,0,0,0.0228,Low,2026-04-04 09:56:33 UTC
14555,6,5,10,0,0,0.0312,Low,2026-04-04 09:56:33 UTC
25093,4,5,12,0,0,0.1207,Low,2026-04-04 09:56:33 UTC
4331,8,15,10,0,0,0.0416,Low,2026-04-04 09:56:33 UTC
8764,10,8,3,0,0,0.0081,Low,2026-04-04 09:56:33 UTC
18550,5,2,21,0,0,0.0592,Low,2026-04-04 09:56:33 UTC
12680,1,2,7,0,0,0.1649,Low,2026-04-04 09:56:33 UTC
27706,9,12,9,0,0,0.024,Low,2026-04-04 09:56:33 UTC
7982,6,14,13,0,0,0.0048,Low,2026-04-04 09:56:33 UTC
33811,5,3,18,0,0,0.0799,Low,2026-04-04 09:56:33 UTC
27367,7,12,6,0,0,0.0272,Low,2026-04-04 09:56:33 UTC
3516,4,1,11,0,0,0.0187,Low,2026-04-04 09:56:33 UTC
22786,5,5,9,1,1,0.919,High,2026-04-04 09:56:33 UTC
644,9,5,19,0,0,0.0219,Low,2026-04-04 09:56:33 UTC
27766,2,7,21,0,0,0.0218,Low,2026-04-04 09:56:33 UTC
1629,3,12,20,0,0,0.0906,Low,2026-04-04 09:56:33 UTC
26462,7,10,13,0,0,0.0116,Low,2026-04-04 09:56:33 UTC
33580,3,8,3,0,0,0.0321,Low,2026-04-04 09:56:33 UTC
24346,1,4,9,0,0,0.0667,Low,2026-04-04 09:56:33 UTC
14369,2,2,16,0,0,0.0349,Low,2026-04-04 09:56:33 UTC
7443,8,2,2,0,0,0.0015,Low,2026-04-04 09:56:33 UTC
25436,4,5,19,0,0,0.0327,Low,2026-04-04 09:56:33 UTC
8873,4,5,16,0,0,0.0247,Low,2026-04-04 09:56:33 UTC
15208,2,3,15,0,0,0.0102,Low,2026-04-04 09:56:33 UTC
17902,8,15,21,0,0,0.0054,Low,2026-04-04 09:56:33 UTC
11363,1,4,10,0,0,0.0007,Low,2026-04-04 09:56:33 UTC
1070,3,1,13,0,0,0.0033,Low,2026-04-04 09:56:33 UTC
31127,9,10,22,0,1,0.5979,High,2026-04-04 09:56:33 UTC
1442,9,5,1,0,0,0.0016,Low,2026-04-04 09:56:33 UTC
31344,2,14,23,0,0,0.0619,Low,2026-04-04 09:56:33 UTC
20832,3,11,23,0,0,0.0216,Low,2026-04-04 09:56:33 UTC
1546,5,10,9,0,0,0.0044,Low,2026-04-04 09:56:33 UTC
20967,6,2,14,0,0,0.0783,Low,2026-04-04 09:56:33 UTC
27720,9,13,23,0,0,0.0685,Low,2026-04-04 09:56:33 UTC
15876,8,13,11,0,0,0.0587,Low,2026-04-04 09:56:33 UTC
18018,5,4,17,0,0,0.0021,Low,2026-04-04 09:56:33 UTC
29900,6,11,19,0,0,0.0203,Low,2026-04-04 09:56:33 UTC
30519,1,10,14,0,0,0.015,Low,2026-04-04 09:56:33 UTC
11856,7,11,23,0,0,0.0155,Low,2026-04-04 09:56:33 UTC
11455,8,15,6,1,1,0.9005,High,2026-04-04 09:56:33 UTC
12515,3,1,10,0,0,0.0038,Low,2026-04-04 09:56:33 UTC
17459,10,15,10,0,0,0.0039,Low,2026-04-04 09:56:33 UTC
24070,9,14,21,0,0,0.0123,Low,2026-04-04 09:56:33 UTC
13223,5,13,22,0,0,0.4215,Medium,2026-04-04 09:56:33 UTC
5907,3,5,2,0,0,0.0072,Low,2026-04-04 09:56:33 UTC
20542,7,5,21,0,0,0.3351,Medium,2026-04-04 09:56:33 UTC
9777,8,7,8,0,0,0.0842,Low,2026-04-04 09:56:33 UTC
30518,1,2,13,0,0,0.0059,Low,2026-04-04 09:56:33 UTC
9356,4,13,19,0,0,0.0231,Low,2026-04-04 09:56:33 UTC
19113,1,9,8,0,0,0.2043,Medium,2026-04-04 09:56:33 UTC
4007,8,10,22,0,0,0.1144,Low,2026-04-04 09:56:33 UTC
30505,6,15,0,0,0,0.0297,Low,2026-04-04 09:56:33 UTC
25844,2,12,19,0,0,0.0038,Low,2026-04-04 09:56:33 UTC
11576,3,3,7,0,0,0.134,Low,2026-04-04 09:56:33 UTC
29631,9,13,14,0,0,0.4234,Medium,2026-04-04 09:56:33 UTC
14141,5,4,4,0,0,0.2371,Medium,2026-04-04 09:56:33 UTC
23525,1,11,4,0,0,0.1217,Low,2026-04-04 09:56:33 UTC
33698,4,13,1,0,0,0.0444,Low,2026-04-04 09:56:33 UTC
545,2,11,16,0,0,0.2729,Medium,2026-04-04 09:56:33 UTC
17751,6,3,14,0,0,0.0016,Low,2026-04-04 09:56:33 UTC
32957,9,14,4,0,1,0.6114,High,2026-04-04 09:56:33 UTC
24114,10,8,17,0,0,0.0717,Low,2026-04-04 09:56:33 UTC
20747,1,5,10,0,0,0.0447,Low,2026-04-04 09:56:33 UTC
14061,7,10,20,0,0,0.0644,Low,2026-04-04 09:56:33 UTC
26704,7,8,15,0,0,0.151,Low,2026-04-04 09:56:33 UTC
26704,4,8,15,0,0,0.1209,Low,2026-04-04 09:56:33 UTC
9721,4,8,0,0,0,0.0145,Low,2026-04-04 09:56:33 UTC
12603,7,11,2,0,0,0.0024,Low,2026-04-04 09:56:33 UTC
17328,8,14,23,0,0,0.1852,Low,2026-04-04 09:56:33 UTC
33980,1,2,19,0,0,0.004,Low,2026-04-04 09:56:33 UTC
5848,1,2,15,0,0,0.0118,Low,2026-04-04 09:56:33 UTC
20224,5,1,15,0,0,0.0041,Low,2026-04-04 09:56:33 UTC
241,5,14,0,0,0,0.0197,Low,2026-04-04 09:56:33 UTC
5422,5,9,21,0,0,0.0085,Low,2026-04-04 09:56:33 UTC
27873,9,5,8,0,0,0.0126,Low,2026-04-04 09:56:33 UTC
14369,2,3,16,0,0,0.0309,Low,2026-04-04 09:56:33 UTC
16816,10,4,15,0,0,0.004,Low,2026-04-04 09:56:33 UTC
9565,10,15,12,0,0,0.001,Low,2026-04-04 09:56:33 UTC
33422,7,3,13,0,0,0.0113,Low,2026-04-04 09:56:33 UTC
33322,9,2,9,0,0,0.0586,Low,2026-04-04 09:56:33 UTC
25674,6,4,17,0,0,0.0015,Low,2026-04-04 09:56:33 UTC
22123,10,11,18,0,0,0.0551,Low,2026-04-04 09:56:33 UTC
28310,10,11,13,0,0,0.0117,Low,2026-04-04 09:56:33 UTC
15853,10,8,12,0,0,0.058,Low,2026-04-04 09:56:33 UTC
8757,1,1,20,0,0,0.0006,Low,2026-04-04 09:56:33 UTC
29212,10,5,3,0,0,0.0039,Low,2026-04-04 09:56:33 UTC
14155,9,8,18,0,0,0.0163,Low,2026-04-04 09:56:33 UTC
19894,3,2,21,0,0,0.0344,Low,2026-04-04 09:56:33 UTC
16502,3,12,13,0,0,0.0815,Low,2026-04-04 09:56:33 UTC
28621,4,3,12,0,0,0.002,Low,2026-04-04 09:56:33 UTC
26431,7,12,6,0,0,0.0557,Low,2026-04-04 09:56:33 UTC
13736,4,14,7,0,0,0.0023,Low,2026-04-04 09:56:33 UTC
8114,4,15,1,0,0,0.0188,Low,2026-04-04 09:56:33 UTC
25410,10,8,17,1,0,0.0684,Low,2026-04-04 09:56:33 UTC
579,2,3,2,0,0,0.0023,Low,2026-04-04 09:56:33 UTC
7443,8,11,2,0,0,0.0016,Low,2026-04-04 09:56:33 UTC
1118,6,5,13,0,0,0.0045,Low,2026-04-04 09:56:33 UTC
20558,10,13,13,0,0,0.0152,Low,2026-04-04 09:56:33 UTC
14906,2,3,1,0,0,0.0016,Low,2026-04-04 09:56:33 UTC
1546,5,2,9,0,0,0.0067,Low,2026-04-04 09:56:33 UTC
12030,4,7,5,0,0,0.2023,Medium,2026-04-04 09:56:33 UTC
12114,1,11,17,0,0,0.0298,Low,2026-04-04 09:56:33 UTC
347,3,8,10,0,0,0.0456,Low,2026-04-04 09:56:33 UTC
9118,9,3,21,0,0,0.0012,Low,2026-04-04 09:56:33 UTC
27213,4,12,20,0,0,0.015,Low,2026-04-04 09:56:33 UTC
8548,2,13,3,0,0,0.0662,Low,2026-04-04 09:56:33 UTC
16234,1,3,9,0,0,0.0058,Low,2026-04-04 09:56:33 UTC
32183,1,5,22,0,0,0.0015,Low,2026-04-04 09:56:33 UTC
23854,1,13,21,1,1,0.9182,High,2026-04-04 09:56:33 UTC
31955,3,12,10,0,0,0.0045,Low,2026-04-04 09:56:33 UTC
31419,3,7,2,0,0,0.007,Low,2026-04-04 09:56:33 UTC
2391,7,3,14,0,0,0.0226,Low,2026-04-04 09:56:33 UTC
10574,1,9,13,0,0,0.2295,Medium,2026-04-04 09:56:33 UTC
26062,3,2,21,0,0,0.0282,Low,2026-04-04 09:56:33 UTC
17915,3,2,10,0,0,0.0427,Low,2026-04-04 09:56:33 UTC
13744,8,5,15,0,0,0.0089,Low,2026-04-04 09:56:33 UTC
27884,9,10,19,0,0,0.0835,Low,2026-04-04 09:56:33 UTC
6295,9,5,6,0,0,0.0091,Low,2026-04-04 09:56:33 UTC
5570,9,5,1,0,0,0.0176,Low,2026-04-04 09:56:33 UTC
9383,4,11,22,0,0,0.0053,Low,2026-04-04 09:56:33 UTC
24026,10,14,1,0,0,0.0051,Low,2026-04-04 09:56:33 UTC
2086,6,2,21,0,0,0.0052,Low,2026-04-04 09:56:33 UTC
23793,7,2,8,0,0,0.0204,Low,2026-04-04 09:56:33 UTC
5499,5,15,2,0,0,0.0011,Low,2026-04-04 09:56:33 UTC
23116,6,7,3,0,0,0.0639,Low,2026-04-04 09:56:33 UTC
15991,2,8,6,0,0,0.1439,Low,2026-04-04 09:56:33 UTC
33322,9,9,9,0,0,0.0606,Low,2026-04-04 09:56:33 UTC
23372,3,5,19,0,0,0.0074,Low,2026-04-04 09:56:33 UTC
