"fact_mob_sk","time_sk","zone_sk","line_sk","mode_sk","event_sk","stop_sk","weather_sk","annule","charge_estimee","vitesse_kmh","temps_trajet_min","congestion_index","stress_1_5","satisfaction_1_5","bak_vitesse_kmh","bak_temps_trajet_min","bak_stress_1_5","bak_weather_sk"
"2476","19488","4","9","5",NULL,"85",NULL,"0","19","17.47","22.71","3","3","1","17.47","22.71","3","0"
"2477","26911","6","14","5",NULL,"62",NULL,"0","47","27.65","14.79","2","2","2","2842","14.79","2","0"
"2478","11146","5","5","2",NULL,"147",NULL,"0","30","22.78","17.95","3","4","3","22.78","2918","4","0"
"2479","11146","6","5","2",NULL,"147",NULL,"0","30","27.65","20.29","2","2","4","2755","20.29","2","0"
"2480","8710","6","14","2",NULL,"43",NULL,"0","40","27.65","17.95","2","4","2","2556","1333","4","0"
"2481","4352","5","14","2",NULL,"42",NULL,"0","62","27.65","28.3","1","3","3","999","28.3","3","0"
"2482","3298","6","15","5",NULL,"118",NULL,"0","34","27.65","17.95","1","1","1","4178","2300","1","0"
"2483","23552","6","4","2",NULL,"63",NULL,"0","69","27.65","17.95","4","2","2","948","1460","2","0"
"2484","33835","5","1","1",NULL,"153",NULL,"0","29","27.65","17.95","2","3","3","2912","1435","3","0"
"2485","12114","1","11","1",NULL,"146",NULL,"0","53","39.57","17.95","1","3","3","39.57","2146","3","0"
"2486","20224","5","15","1",NULL,"167",NULL,"0","79","22.74","17.95","3","1","4","22.74","2875","1","0"
"2487","9777","8","13","1",NULL,"156",NULL,"0","39","41.16","16.66","1","1","2","41.16","16.66","1","0"
"2488","7209","2","3","2",NULL,"82",NULL,"0","19","8.15","22.58","4","2","3","8.15","22.58","2","0"
"2489","23753","5","5","3",NULL,"31",NULL,"0","44","23.6","17.95","3","1","4","23.6","2407","1","0"
"2490","25436","4","3","2",NULL,"171",NULL,"0","50","37.27","16.82","1","4","2","37.27","16.82","4","0"
"2491","1766","10","5","2",NULL,"68",NULL,"0","26","27.65","19.79","4",NULL,"3","1047","19.79","0","0"
"2492","5293","9","15","2",NULL,"27",NULL,"0","41","33.22","13.2","2","2","4","33.22","13.2","2","0"
"2493","770","1","14","4",NULL,"122",NULL,"0","33","29.26","17.95","2","2","1","29.26","2151","2","0"
"2494","10942","3","5","1",NULL,"152",NULL,"0","52","27.65","17.95","4","2","4","948","1754","2","0"
"2495","8929","6","5","2",NULL,"171","324505","0","39","45.28","17.95","1","1","3","45.28","3214","1","324505"
"2496","11477","10","13","2",NULL,"137",NULL,"0","53","23.96","17.95","3","3","4","23.96","2015","3","0"
"2497","33708","10","4","5",NULL,"54",NULL,"0","24","20.32","17.95","3","3","2","20.32","1618","3","0"
"2498","891","5","5","5",NULL,"81",NULL,"0","40","20.05","17.95","3","2","2","20.05","1335","2","0"
"2499","17494","10","14","1",NULL,"37",NULL,"0","48","27.65","13.13","3","4","2","1680","13.13","4","0"
"2500","2246","10","7","3",NULL,"63",NULL,"0","29","23.31","17.95","3","4","2","23.31","1927","4","0"
"2501","28351","6","12","3",NULL,"46",NULL,"0","63","26.14","27.94","2","3","3","26.14","27.94","3","0"
"2502","6327","3","7","2",NULL,"11",NULL,"0","19","21.59","29.32","3",NULL,"3","21.59","29.32","0","0"
"2503","6428","7","12","1",NULL,"38",NULL,"0","41","21.74","17.95","3","2","3","21.74","967","2","0"
"2504","24360","5","8","2",NULL,"89",NULL,"0","61","40.93","17.95","1","2","3","40.93","2009","2","0"
"2505","5990","8","2","1",NULL,"168",NULL,"0","30","33.02","17.31","2","2","2","33.02","17.31","2","0"
"2506","3022","8","9","5",NULL,"39",NULL,"0","61","27.65","34.13","2","2","3","2593","34.13","2","0"
"2507","8585","2","8","1",NULL,"175",NULL,"0","51","39.18","17.95","1","1","3","39.18","723","1","0"
"2508","34068","8","11","1",NULL,"153",NULL,"0","28","27.65","17.95","3","2","4","2330","1661","2","0"
"2509","11264","8","7","1",NULL,"13",NULL,"0","86","27.65","17.95","2","3","2","3449","1777","3","0"
"2510","6490","5","7","4",NULL,"121",NULL,"0","42","27.65","28.63","3","3","1","1979","28.63","3","0"
"2511","6490","6","7","3",NULL,"121",NULL,"0","42","27.65","17.95","1","4","3","4567","1431","4","0"
"2512","28173","8","11","3",NULL,"165",NULL,"0","53","27.65","17.95","3","3","2","2059","1434","3","0"
"2513","10096","7","5","5",NULL,"26",NULL,"0","29","27.65","22.63","3","4","1","2092","22.63","4","0"
"2514","25514","8","12","2",NULL,"78",NULL,"0","13","27.65","25.69","2","1","1","2986","25.69","1","0"
"2515","16270","8","5","1",NULL,"180",NULL,"0","57","27.65","17.95","2","4","2","2617","1896","4","0"
"2516","11796","4","5","2",NULL,"27",NULL,"0","47","27.65","17.95","3","2","3","2073","1801","2","0"
"2517","3298","6","1","5",NULL,"26",NULL,"0","21","27.65","17.95","1","1","1","4178","2300","1","0"
"2518","7374","8","4","4",NULL,"82",NULL,"0","55","29.21","15.17","2","4","2","29.21","15.17","4","0"
"2519","17612","5","11","2",NULL,"25",NULL,"0","48","27.65","17.95","2",NULL,"3","2786","1764","0","0"
"2520","3057","1","14","3",NULL,"119",NULL,"0","54","27.65","17.95","2","2","3","3439","2731","2","0"
"2521","19014","6","5","3",NULL,"162",NULL,"0","75","44.47","24.77","1","3","4","44.47","24.77","3","0"
"2522","2726","2","5","3",NULL,"137",NULL,"0","60","27.65","17.95","3","2","3","1550","1938","2","0"
"2523","17328","8","14","3",NULL,"44",NULL,"0","15","27.65","15.54","3","2","2","2092","15.54","2","0"
"2524","2829","8","11","1",NULL,"86",NULL,"0","58","18.89","16.57","3","3","1","18.89","16.57","3","0"
"2525","29022","2","5","4",NULL,"90",NULL,"0","31","27.9","17.95","2","2","3","27.9","1187","2","0"
"2526","23793","7","3","5",NULL,"46",NULL,"0","38","28.8","17.95","2","2","4","28.8","1972","2","0"
"2527","30577","4","8","2",NULL,"126","135769","0","20","27.65","17.67","2","3","3","3291","17.67","3","135769"
"2528","15540","2","5","1",NULL,"162",NULL,"0","85","27.65","17.95","2","2","4","2934","2017","2","0"
"2529","20615","1","13","2",NULL,"127",NULL,"0","53","27.65","30.48","2","4","3","3462","30.48","4","0"
"2530","20615","6","13","4",NULL,"127",NULL,"0","53","27.65","17.95","3","4","3","1739","2098","4","0"
"2531","12506","6","2","2",NULL,"135",NULL,"0","32","27.65","18.75","2","3","4","3356","18.75","3","0"
"2532","6223","4","5","2",NULL,"167",NULL,"0","49","27.65","17.95","1","2","3","5126","2209","2","0"
"2533","29022","2","5","4",NULL,"94",NULL,"0","60","27.9","17.95","2","2","3","27.9","1187","2","0"
"2534","6790","5","10","1",NULL,"110",NULL,"0","52","39.91","17.95","1","2","3","39.91","1645","2","0"
"2535","22206","6","10","3",NULL,"46",NULL,"0","78","24.31","17.95","3","2","3","24.31","1925","2","0"
"2536","16076","3","7","3",NULL,"85",NULL,"0","31","27.65","17.95","3","3","2","1555","2368","3","0"
"2537","16859","8","2","5",NULL,"27",NULL,"0","19","27.65","17.95","2","1","2","3193","1167","1","0"
"2538","29004","9","10","5",NULL,"177",NULL,"0","54","35.21","28.79","1","2","2","35.21","28.79","2","0"
"2539","1629","3","3","3",NULL,"43",NULL,"0","23","30.37","21.37","2","3","2","30.37","21.37","3","0"
"2540","17674","6","14","1",NULL,"76",NULL,"0","18","27.65","13.88","3","2","3","1612","13.88","2","0"
"2541","20294","7","10","3",NULL,"46",NULL,"0","4","11.64","17.95","4","2","3","11.64","2089","2","0"
"2542","19991","2","4","5",NULL,"77",NULL,"0","31","26.08","17.95","2","2","2","26.08","2172","2","0"
"2543","34710","7","13","3",NULL,"120",NULL,"0","57","38.8","25.39","1","3","1","38.8","25.39","3","0"
"2544","26935","2","7","3",NULL,"129",NULL,"0","54","27.65","17.95","1","2","2","3502","1509","2","0"
"2545","1589","9","4","1",NULL,"113",NULL,"0","43","27.65","17.95","3","3","1","2382","1446","3","0"
"2546","30390","6","15","5",NULL,"106",NULL,"0","55","27.65","23.66","3","4","2","2202","23.66","4","0"
"2547","14569","1","1","2",NULL,"61","14569","0","95","27.65","17.95","4","4","3","1369","1323","4","14569"
"2548","14555","6","5","2",NULL,"70",NULL,"0","36","27.65","23.52","1","3","1","3965","23.52","3","0"
"2549","25093","4","5","3",NULL,"74",NULL,"0","40","44.15","15.52","1","2","3","44.15","15.52","2","0"
"2550","4331","8","15","2",NULL,"79",NULL,"0","33","32.08","17.95","2","3","1","32.08","1963","3","0"
"2551","8764","10","8","1",NULL,"172",NULL,"0","30","55.04","17.95","1","2","3","55.04","2178","2","0"
"2552","18550","5","2","2",NULL,"26",NULL,"0","69","27.65","16.68","3","1","3","2134","16.68","1","0"
"2553","12680","1","2","1",NULL,"72",NULL,"0","54","30.15","17.95","2","1","2","30.15","2084","1","0"
"2554","27706","9","12","4",NULL,"160",NULL,"0","51","43.46","17.95","1","1","1","43.46","1852","1","0"
"2555","7982","6","14","1",NULL,"37",NULL,"0","20","27.65","17.95","3","3","4","1857","1484","3","0"
"2556","33811","5","3","2",NULL,"54",NULL,"0","47","14.42","20.44","4","4","3","14.42","20.44","4","0"
"2557","27367","7","12","3",NULL,"51",NULL,"0","31","27.65","17.95","3","2","3","2317","1876","2","0"
"2558","3516","4","1","2",NULL,"60",NULL,"0","56","26.12","17.41","2","2","2","26.12","17.41","2","0"
"2559","22786","5","5","2",NULL,"102",NULL,"1","28","27.65","8.74","2","2","2","3009","8.74","2","0"
"2560","644","9","5","4",NULL,"42",NULL,"0","69","34.67","17.71","2","3","4","34.67","17.71","3","0"
"2561","27766","2","7","1",NULL,"35",NULL,"0","73","33.97","17.95","2","4","2","33.97","2664","4","0"
"2562","1629","3","12","3",NULL,"30",NULL,"0","37","30.37","21.37","2","3","2","30.37","21.37","3","0"
"2563","26462","7","10","1",NULL,"174",NULL,"0","30","41.79","17.95","1","3","2","41.79","2910","3","0"
"2564","33580","3","8","5",NULL,"113",NULL,"0","50","26.35","17.95","2","4","5","26.35","924","4","0"
"2565","24346","1","4","4",NULL,"67",NULL,"0","54","21.87","17.02","3","2","4","21.87","17.02","2","0"
"2566","14369","2","2","1",NULL,"12",NULL,"0","27","27.65","20.2","2","1","3","2691","20.2","1","0"
"2567","7443","8","2","4",NULL,"174",NULL,"0","60","27.65","17.95","1","2","1","3751","1853","2","0"
"2568","25436","4","5","2",NULL,"39",NULL,"0","46","37.27","16.82","1","4","2","37.27","16.82","4","0"
"2569","8873","4","5","4",NULL,"107",NULL,"0","76","27.65","500","2","3","2","2938","-500","3","0"
"2570","15208","2","3","1",NULL,"62",NULL,"0","43","27.65","17.95","2","2","1","2940","3187","2","0"
"2571","17902","8","15","2",NULL,"60",NULL,"0","13","29.43","22.01","2","2","1","29.43","22.01","2","0"
"2572","11363","1","4","1",NULL,"127",NULL,"0","6","27.65","17.95","3","4","4","1927","1238","4","0"
"2573","1070","3","1","5",NULL,"100",NULL,"0","38","35.75","14.42","1","4","2","35.75","14.42","4","0"
"2574","31127","9","10","3",NULL,"93",NULL,"0","57","48.86","17.95","1",NULL,"2","48.86","2122","0","0"
"2575","1442","9","5","5",NULL,"151",NULL,"0","50","14.77","14.38","4","4","2","14.77","14.38","4","0"
"2576","31344","2","14","4",NULL,"81",NULL,"0","54","27.65","17.95","3","2","1","2222","2145","2","0"
"2577","20832","3","11","1",NULL,"95",NULL,"0","68","27.65","17.95","2","2","4","2905","1949","2","0"
"2578","1546","5","10","3",NULL,"84",NULL,"0","77","27.65","21","2","2","1","3351","21","2","0"
"2579","20967","6","2","5",NULL,"128",NULL,"0","45","14.05","17.95","4","1","1","14.05","1905","1","0"
"2580","27720","9","13","1",NULL,"49",NULL,"0","65","25.78","24.16","2","3","2","25.78","24.16","3","0"
"2581","15876","8","13","3",NULL,"40",NULL,"0","56","27.65","10.14","2","3","3","3099","10.14","3","0"
"2582","18018","5","4","1",NULL,"129",NULL,"0","11","27.65","17.95","2","3","1","2571","1297","3","0"
"2583","29900","6","11","1",NULL,"151",NULL,"0","50","25.12","17.95","2","3","1","25.12","1161","3","0"
"2584","30519","1","10","2",NULL,"99",NULL,"0","22","15.44","17.95","3","3","4","15.44","1092","3","0"
"2585","11856","7","11","3",NULL,"122",NULL,"0","51","20.42","17.95","3","1","3","20.42","3243","1","0"
"2586","11455","8","15","1",NULL,"170",NULL,"1","49","33","13.44","2","2","3","33","13.44","2","0"
"2587","12515","3","1","2",NULL,"84",NULL,"0","53","27.65","17.95","2","2","3","2707","1601","2","0"
"2588","17459","10","15","2",NULL,"174",NULL,"0","50","35.35","10.68","1","3","2","35.35","10.68","3","0"
"2589","24070","9","14","3",NULL,"7",NULL,"0","43","31.81","17.95","2","3","2","31.81","674","3","0"
"2590","13223","5","13","2",NULL,"65",NULL,"0","36","14.73","22.26","4","2","4","14.73","22.26","2","0"
"2591","5907","3","5","2",NULL,"1",NULL,"0","69","41.97","12.51","1","4","3","41.97","12.51","4","0"
"2592","20542","7","5","3",NULL,"70",NULL,"0","64","27.65","15.96","1","3","3","3586","15.96","3","0"
"2593","9777","8","7","1",NULL,"110",NULL,"0","33","41.16","16.66","1","1","2","41.16","16.66","1","0"
"2594","30518","1","2","3",NULL,"132",NULL,"0","38","27.65","17.95","2","4","2","2975","1512","4","0"
"2595","9356","4","13","1",NULL,"18",NULL,"0","35","25.11","11.91","2","3","3","25.11","11.91","3","0"
"2596","19113","1","9","2",NULL,"103",NULL,"0","37","27.65","17.95","3","4","3","2001","1957","4","0"
"2597","4007","8","10","1",NULL,"95",NULL,"0","33","27.65","17.95","2","4","2","3295","1611","4","0"
"2598","30505","6","15","3",NULL,"28","346081","0","33","27.65","22.74","2","2","4","2596","22.74","2","346081"
"2599","25844","2","12","3",NULL,"20",NULL,"0","62","27.65","22.42","2","1","4","2645","22.42","1","0"
"2600","11576","3","3","1",NULL,"27",NULL,"0","40","27.65","19.77","2","2","2","2872","19.77","2","0"
"2601","29631","9","13","2",NULL,"103",NULL,"0","26","25.08","16.06","2","2","1","25.08","16.06","2","0"
"2602","14141","5","4","1",NULL,"129",NULL,"0","42","44.11","11.29","1","3","3","44.11","11.29","3","0"
"2603","23525","1","11","1",NULL,"82",NULL,"0","35","27.65","17.95","3","2","1","2472","1351","2","0"
"2604","33698","4","13","1",NULL,"137",NULL,"0","41","27.65","20.03","4","4","2","1495","20.03","4","0"
"2605","545","2","11","2",NULL,"133",NULL,"0","41","27.65","14.31","1","1","2","3845","14.31","1","0"
"2606","17751","6","3","2",NULL,"135",NULL,"0","14","27.78","17.95","2","1","2","27.78","1315","1","0"
"2607","32957","9","14","3",NULL,"75",NULL,"0","38","52.13","10.36","1","1","3","52.13","10.36","1","0"
"2608","24114","10","8","2",NULL,"55",NULL,"0","32","35.73","16.62","1",NULL,"2","35.73","16.62","0","0"
"2609","20747","1","5","3",NULL,"54",NULL,"0","48","27.65","19.73","2","3","3","2705","19.73","3","0"
"2610","14061","7","10","2",NULL,"127",NULL,"0","21","27.65","17.95","3","2","3","2217","1294","2","0"
"2611","26704","7","8","5",NULL,"94",NULL,"0","46","27.65","12.71","3","1","2","1717","12.71","1","0"
"2612","26704","4","8","1",NULL,"94",NULL,"0","46","25.43","10.46","2",NULL,"4","25.43","10.46","0","0"
"2613","9721","4","8","2",NULL,"22","114913","0","79","32.7","16.13","2","1","3","32.7","16.13","1","114913"
"2614","12603","7","11","5",NULL,"95",NULL,"0","6","25.03","17.95","2","2","3","25.03","1103","2","0"
"2615","17328","8","14","3",NULL,"116",NULL,"0","63","27.65","15.54","3","2","2","2092","15.54","2","0"
"2616","33980","1","2","1",NULL,"152",NULL,"0","21","27.65","17.95","3","3","3","1958","633","3","0"
"2617","5848","1","2","5",NULL,"173",NULL,"0","41","27.65","17.95","3","2","4","2161","2614","2","0"
"2618","20224","5","1","1",NULL,"83",NULL,"0","66","22.74","17.95","3","1","4","22.74","2875","1","0"
"2619","241","5","14","2",NULL,"57","280753","0","52","27.65","17.95","2","2","2","2542","2195","2","280753"
"2620","5422","5","9","5",NULL,"126",NULL,"0","53","11.74","500","4","3","4","11.74","-500","3","0"
"2621","27873","9","5","2",NULL,"38",NULL,"0","50","14.11","500","4","2","3","14.11","-500","2","0"
"2622","14369","2","3","1",NULL,"7",NULL,"0","50","27.65","20.2","2","1","3","2691","20.2","1","0"
"2623","16816","10","4","5",NULL,"137",NULL,"0","60","27.65","19.48","3","2","3","2441","19.48","2","0"
"2624","9565","10","15","2",NULL,"172",NULL,"0","20","27.65","17.95","3","3","3","2312","2491","3","0"
"2625","33422","7","3","5",NULL,"128",NULL,"0","52","27.65","10.99","2","3","2","2698","10.99","3","0"
"2626","33322","9","2","2",NULL,"156",NULL,"0","36","27.65","17.96","3","2","2","2381","17.96","2","0"
"2627","25674","6","4","3",NULL,"55",NULL,"0","4","27.65","5.9","3","2","3","2453","5.9","2","0"
"2628","22123","10","11","3",NULL,"109",NULL,"0","37","9.34","592","4","4","2","9.34","592","4","0"
"2629","28310","10","11","5",NULL,"51",NULL,"0","62","27.65","25.81","2","1","3","2974","25.81","1","0"
"2630","15853","10","8","3",NULL,"59",NULL,"0","62","45.26","13.68","1","3","3","45.26","13.68","3","0"
"2631","8757","1","1","1",NULL,"74",NULL,"0","86","27.65","17.95","2","2","2","2638","2510","2","0"
"2632","29212","10","5","4",NULL,"130",NULL,"0","50","37.2","22.56","1","4","2","37.2","22.56","4","0"
"2633","14155","9","8","4",NULL,"26",NULL,"0","41","27.65","17.95","2","2","3","3089","1645","2","0"
"2634","19894","3","2","1",NULL,"131",NULL,"0","50","18.58","18.1","3","2","3","18.58","18.1","2","0"
"2635","16502","3","12","2",NULL,"86",NULL,"0","50","39.15","13.82","1","4","3","39.15","13.82","4","0"
"2636","28621","4","3","3",NULL,"133",NULL,"0","23","25.3","17.95","2","4","3","25.3","2077","4","0"
"2637","26431","7","12","2",NULL,"72",NULL,"0","59","20.27","17.95","3","3","3","20.27","2036","3","0"
"2638","13736","4","14","2",NULL,"109",NULL,"0","26","27.65","28.36","3","1","2","1892","28.36","1","0"
"2639","8114","4","15","3",NULL,"77",NULL,"0","39","29.19","21.68","2","2","1","29.19","21.68","2","0"
"2640","25410","10","8","1",NULL,"67",NULL,"1","93","22.84","17.95","3","3","2","22.84","1847","3","0"
"2641","579","2","3","2",NULL,"121",NULL,"0","95","27.65","12.76","3","4","2","2418","12.76","4","0"
"2642","7443","8","11","4",NULL,"35",NULL,"0","21","27.65","17.95","1","2","1","3751","1853","2","0"
"2643","1118","6","5","3",NULL,"25",NULL,"0","5","27.65","13.63","2","2","3","2826","13.63","2","0"
"2644","20558","10","13","3",NULL,"86",NULL,"0","50","27.65","25.54","2","1","2","3275","25.54","1","0"
"2645","14906","2","3","5",NULL,"30",NULL,"0","31","19.52","17.95","3","5","1","19.52","1323","5","0"
"2646","1546","5","2","3",NULL,"42",NULL,"0","16","27.65","21","2","2","1","3351","21","2","0"
"2647","12030","4","7","2",NULL,"51",NULL,"0","43","47.84","5","1","1","3","47.84","-5","1","0"
"2648","12114","1","11","1",NULL,"124",NULL,"0","66","39.57","17.95","1","3","3","39.57","2146","3","0"
"2649","347","3","8","1",NULL,"165",NULL,"0","39","27.65","17.95","1","5","3","3711","1385","5","0"
"2650","9118","9","3","5",NULL,"18",NULL,"0","33","29.87","15.91","2","2","3","29.87","15.91","2","0"
"2651","27213","4","12","1",NULL,"27",NULL,"0","51","25.58","17.79","2","4","1","25.58","17.79","4","0"
"2652","8548","2","13","5",NULL,"112",NULL,"0","40","33.5","500","2","4","2","33.5","-500","4","0"
"2653","16234","1","3","2",NULL,"61",NULL,"0","57","27.65","9.2","3","2","2","2270","9.2","2","0"
"2654","32183","1","5","3",NULL,"74",NULL,"0","61","32.22","17.95","2","3","4","32.22","1886","3","0"
"2655","23854","1","13","2",NULL,"11",NULL,"1","41","39.02","17.95","1","3","2","39.02","1355","3","0"
"2656","31955","3","12","3",NULL,"9",NULL,"0","84","19.2","23.91","3","4","4","19.2","23.91","4","0"
"2657","31419","3","7","2",NULL,"98",NULL,"0","78","27.65","21.38","2","4","4","3380","21.38","4","0"
"2658","2391","7","3","4",NULL,"151",NULL,"0","101","14.74","8.24","4","3","3","14.74","8.24","3","0"
"2659","10574","1","9","2",NULL,"105",NULL,"0","27","27.65","17.95","1","2","3","3772","2199","2","0"
"2660","26062","3","2","2",NULL,"75",NULL,"0","68","27.65","17.95","3","4","4","1881","1719","4","0"
"2661","17915","3","2","3",NULL,"96",NULL,"0","26","40.25","12.72","1","2","2","40.25","12.72","2","0"
"2662","13744","8","5","4",NULL,"96",NULL,"0","50","27.65","26.34","2","3","3","2539","26.34","3","0"
"2663","27884","9","10","1",NULL,"137",NULL,"0","43","18.8","17.95","3","5","3","18.8","2064","5","0"
"2664","6295","9","5","3",NULL,"86",NULL,"0","73","27.65","14.49","3","1","3","1852","14.49","1","0"
"2665","5570","9","5","3",NULL,"159",NULL,"0","51","27.65","14.84","1","2","4","3839","14.84","2","0"
"2666","9383","4","11","3",NULL,"132",NULL,"0","0","26.13","17.95","2","2","3","26.13","1901","2","0"
"2667","24026","10","14","1",NULL,"56",NULL,"0","44","27.65","17.95","2","3","2","2537","3086","3","0"
"2668","2086","6","2","2",NULL,"83",NULL,"0","82","27.65","14.33","2","2","2","3326","14.33","2","0"
"2669","23793","7","2","5",NULL,"67",NULL,"0","68","28.8","17.95","2","2","4","28.8","1972","2","0"
"2670","5499","5","15","3",NULL,"23",NULL,"0","74","27.65","18.6","2","4","2","2559","18.6","4","0"
"2671","23116","6","7","5",NULL,"52",NULL,"0","49","27.65","17.95","2","3","3","3393","1513","3","0"
"2672","15991","2","8","2",NULL,"42",NULL,"0","28","27.65","17.95","2","4","2","2950","2230","4","0"
"2673","33322","9","9","2",NULL,"178",NULL,"0","33","27.65","17.96","3","2","2","2381","17.96","2","0"
"2674","23372","3","5","4",NULL,"137",NULL,"0","33","27.65","14.79","2","1","3","3301","14.79","1","0"
"2675","26653","3","15","3",NULL,"159",NULL,"0","61","44.08","17.95","1","1","3","44.08","1843","1","0"
"2676","16523","8","8","2",NULL,"42",NULL,"0","1","45.22","17.95","1","5","2","45.22","2238","5","0"
"2677","24282","7","4","1",NULL,"146",NULL,"0","45","27.65","31.93","1","5","4","4531","31.93","5","0"
"2678","14906","2","2","5",NULL,"27",NULL,"0","47","19.52","17.95","3","5","1","19.52","1323","5","0"
"2679","11499","5","1","3",NULL,"55",NULL,"0","33","29.49","17.95","2","3","3","29.49","947","3","0"
"2680","19845","6","13","2",NULL,"67",NULL,"0","47","27.65","14.63","3","1","3","2224","14.63","1","0"
"2681","20549","9","1","3",NULL,"77",NULL,"0","30","27.65","17.95","2","4","1","3170","2064","4","0"
"2682","34720","5","10","5",NULL,"91",NULL,"0","48","23.18","11.56","3","2","3","23.18","11.56","2","0"
"2683","20985","2","2","1",NULL,"16",NULL,"0","25","42.76","17.95","1","3","1","42.76","1857","3","0"
"2684","11452","6","15","3",NULL,"21",NULL,"0","47","27.65","17.95","1","4","3","3714","2408","4","0"
"2685","3683","1","14","2",NULL,"108",NULL,"0","55","20.52","15.27","3","3","4","20.52","15.27","3","0"
"2686","33836","7","3","2",NULL,"72",NULL,"0","71","27.65","17.95","2","3","2","2791","1800","3","0"
"2687","16523","8","14","2",NULL,"163",NULL,"0","6","45.22","17.95","1","5","2","45.22","2238","5","0"
"2688","1631","7","7","5",NULL,"89",NULL,"0","40","41.33","17.95","1","3","2","41.33","1080","3","0"
"2689","18359","2","4","5",NULL,"43",NULL,"0","70","21.36","17.95","3","4","2","21.36","1061","4","0"
"2690","12301","6","15","2",NULL,"92",NULL,"0","57","43.8","24.79","1","3","1","43.8","24.79","3","0"
"2691","10431","4","1","1",NULL,"169",NULL,"0","66","27.65","19.4","4","4","3","1337","19.4","4","0"
"2692","26505","8","5","2",NULL,"43",NULL,"0","33","43.23","14.86","1","2","2","43.23","14.86","2","0"
"2693","12486","2","8","3",NULL,"59",NULL,"0","66","33.66","23.35","2","1","2","33.66","23.35","1","0"
"2694","8525","5","10","1",NULL,"20",NULL,"0","45","27.15","6.41","2","2","1","27.15","6.41","2","0"
"2695","9969","7","12","5",NULL,"1",NULL,"0","73","27.65","17.95","2","3","3","2682","2279","3","0"
"2696","6835","10","9","1",NULL,"122",NULL,"0","10","27.65","13.95","3","3","2","1628","13.95","3","0"
"2697","27359","3","14","2",NULL,"8",NULL,"0","64","38.38","17.95","1","4","4","38.38","2076","4","0"
"2698","32424","4","5","5",NULL,"5",NULL,"0","90","38.82","17.95","1","4","4","38.82","1531","4","0"
"2699","34310","5","5","5",NULL,"122",NULL,"0","35","27.65","17.95","3","3","3","2346","2376","3","0"
"2700","8873","4","9","4",NULL,"173",NULL,"0","26","27.65","500","2","3","2","2938","-500","3","0"
"2701","2126","3","14","3",NULL,"145",NULL,"0","28","14.21","17.95","4","3","5","14.21","1309","3","0"
"2702","14339","7","4","3",NULL,"152",NULL,"0","39","27.65","17.95","1","3","1","3517","1394","3","0"
"2703","12120","2","4","1",NULL,"142",NULL,"0","44","30.64","17.95","2","2","2","30.64","1308","2","0"
"2704","2197","1","1","1",NULL,"111",NULL,"0","53","17.02","17.95","3","2","3","17.02","2493","2","0"
"2705","8396","8","2","1",NULL,"173",NULL,"1","49","27.32","17.95","2","3","1","27.32","2269","3","0"
"2706","17842","3","7","3",NULL,"53",NULL,"0","37","38.04","17.95","1","3","1","38.04","1226","3","0"
"2707","20632","10","9","4",NULL,"85",NULL,"0","51","7.08","17.95","4","1","1","7.08","2249","1","0"
"2708","21519","6","11","1",NULL,"55",NULL,"0","73","27.65","18.35","1","2","2","3853","18.35","2","0"
"2709","2422","5","14","1",NULL,"1",NULL,"0","66","29.8","15.73","2","3","2","29.8","15.73","3","0"
"2710","30355","3","1","3",NULL,"153",NULL,"0","58","27.65","17.95","1","2","1","4082","1264","2","0"
"2711","33831","7","4","3",NULL,"137",NULL,"0","48","22.91","17.95","3","1","2","22.91","2086","1","0"
"2712","27887","9","12","3",NULL,"115",NULL,"0","80","40.96","18.59","1","5","1","40.96","18.59","5","0"
"2713","27708","4","11","2",NULL,"83",NULL,"0","75","26.08","17.95","2","3","2","26.08","2425","3","0"
"2714","12631","4","8","5",NULL,"102",NULL,"0","36","27.65","5","3","2","2","1930","-5","2","0"
"2715","26911","6","5","5",NULL,"62",NULL,"0","40","27.65","14.79","2","2","2","2842","14.79","2","0"
"2716","23405","3","5","1",NULL,"148",NULL,"0","29","4.15","16.01","5","3","3","4.15","16.01","3","0"
"2717","29500","4","10","5",NULL,"10",NULL,"0","56","17.08","17.95","3","3","2","17.08","1613","3","0"
"2718","7273","10","2","1",NULL,"162","217657","0","67","31.24","17.56","2","3","3","31.24","17.56","3","217657"
"2719","7422","2","2","2",NULL,"120",NULL,"0","27","27.65","7","3","1","2","2484","7","1","0"
"2720","9035","3","4","3",NULL,"89",NULL,"0","55","28.18","19.41","2","2","2","28.18","19.41","2","0"
"2721","25853","1","9","1",NULL,"112",NULL,"0","49","27.65","14.18","1","1","1","4167","14.18","1","0"
"2722","5811","7","1","2",NULL,"3",NULL,"0","2","27.65","7.72","2","4","3","3046","7.72","4","0"
"2723","26979","2","9","2",NULL,"145",NULL,"0","38","18.77","17.95","3","2","3","18.77","1726","2","0"
"2724","32094","7","4","1",NULL,"176",NULL,"0","59","27.65","17.95","1","2","3","4440","2233","2","0"
"2725","18886","8","3","2",NULL,"175",NULL,"0","48","27.38","17.95","2","3","4","27.38","714","3","0"
"2726","26062","3","9","2",NULL,"92",NULL,"0","25","27.65","17.95","3","4","4","1881","1719","4","0"
"2727","34258","7","14","3",NULL,"176",NULL,"0","25","17.54","20.55","3","3","5","17.54","20.55","3","0"
